idML,ref_date,geo,noc_code,noc_desc,job_char,total_vacancies,predicted_vacancies
9863416,2016-07-01,Ontario,0,Legislative and senior management occupations,Full-time,485.0,
9864743,2016-07-01,Ontario,1,"Business, finance and administration occupations","Type of work, all types",29135.0,
9864746,2016-07-01,Ontario,1,"Business, finance and administration occupations",Full-time,21995.0,
9864749,2016-07-01,Ontario,1,"Business, finance and administration occupations",Part-time,7140.0,
9877378,2016-07-01,Ontario,2,Natural and applied sciences and related occupations,"Type of work, all types",14880.0,
9877381,2016-07-01,Ontario,2,Natural and applied sciences and related occupations,Full-time,14610.0,
9890279,2016-07-01,Ontario,3,Health occupations,"Type of work, all types",8855.0,
9890282,2016-07-01,Ontario,3,Health occupations,Full-time,3605.0,
9890285,2016-07-01,Ontario,3,Health occupations,Part-time,5250.0,
9899057,2016-07-01,Ontario,4,"Occupations in education, law and social, community and government services","Type of work, all types",9525.0,
9899060,2016-07-01,Ontario,4,"Occupations in education, law and social, community and government services",Full-time,5195.0,
9899063,2016-07-01,Ontario,4,"Occupations in education, law and social, community and government services",Part-time,4330.0,
9911027,2016-07-01,Ontario,5,"Occupations in art, culture, recreation and sport","Type of work, all types",3225.0,
9911030,2016-07-01,Ontario,5,"Occupations in art, culture, recreation and sport",Full-time,1880.0,
9911033,2016-07-01,Ontario,5,"Occupations in art, culture, recreation and sport",Part-time,1340.0,
9919539,2016-07-01,Ontario,6,Sales and service occupations,"Type of work, all types",63735.0,
9919542,2016-07-01,Ontario,6,Sales and service occupations,Full-time,31120.0,
9919545,2016-07-01,Ontario,6,Sales and service occupations,Part-time,32615.0,
9933504,2016-07-01,Ontario,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",26540.0,
9933507,2016-07-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Full-time,23455.0,
9933510,2016-07-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Part-time,3085.0,
9952656,2016-07-01,Ontario,8,"Natural resources, agriculture and related production occupations","Type of work, all types",5020.0,
9952659,2016-07-01,Ontario,8,"Natural resources, agriculture and related production occupations",Full-time,4490.0,
9952662,2016-07-01,Ontario,8,"Natural resources, agriculture and related production occupations",Part-time,535.0,
9959838,2016-07-01,Ontario,9,Occupations in manufacturing and utilities,"Type of work, all types",9900.0,
9959841,2016-07-01,Ontario,9,Occupations in manufacturing and utilities,Full-time,8735.0,
9959844,2016-07-01,Ontario,9,Occupations in manufacturing and utilities,Part-time,1165.0,
9972872,2016-07-01,Manitoba,101,"Total, all occupations","Type of work, all types",11385.0,
9972875,2016-07-01,Manitoba,101,"Total, all occupations",Full-time,7520.0,
9972878,2016-07-01,Manitoba,101,"Total, all occupations",Part-time,3865.0,
9973005,2016-07-01,Manitoba,0,Legislative and senior management occupations,"Type of work, all types",10.0,
9973008,2016-07-01,Manitoba,0,Legislative and senior management occupations,Full-time,10.0,
9974335,2016-07-01,Manitoba,1,"Business, finance and administration occupations","Type of work, all types",1505.0,
9974338,2016-07-01,Manitoba,1,"Business, finance and administration occupations",Full-time,1240.0,
9974341,2016-07-01,Manitoba,1,"Business, finance and administration occupations",Part-time,265.0,
9986970,2016-07-01,Manitoba,2,Natural and applied sciences and related occupations,"Type of work, all types",540.0,
9986973,2016-07-01,Manitoba,2,Natural and applied sciences and related occupations,Full-time,540.0,
9999871,2016-07-01,Manitoba,3,Health occupations,"Type of work, all types",780.0,
9999874,2016-07-01,Manitoba,3,Health occupations,Full-time,380.0,
9999877,2016-07-01,Manitoba,3,Health occupations,Part-time,395.0,
10008649,2016-07-01,Manitoba,4,"Occupations in education, law and social, community and government services","Type of work, all types",1030.0,
10008652,2016-07-01,Manitoba,4,"Occupations in education, law and social, community and government services",Full-time,600.0,
10008655,2016-07-01,Manitoba,4,"Occupations in education, law and social, community and government services",Part-time,425.0,
10020619,2016-07-01,Manitoba,5,"Occupations in art, culture, recreation and sport","Type of work, all types",140.0,
10020622,2016-07-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Full-time,60.0,
10020625,2016-07-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Part-time,80.0,
10029131,2016-07-01,Manitoba,6,Sales and service occupations,"Type of work, all types",3870.0,
10029134,2016-07-01,Manitoba,6,Sales and service occupations,Full-time,1890.0,
10029137,2016-07-01,Manitoba,6,Sales and service occupations,Part-time,1975.0,
10043096,2016-07-01,Manitoba,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2070.0,
10043099,2016-07-01,Manitoba,7,"Trades, transport and equipment operators and related occupations",Full-time,1855.0,
10043102,2016-07-01,Manitoba,7,"Trades, transport and equipment operators and related occupations",Part-time,215.0,
10062248,2016-07-01,Manitoba,8,"Natural resources, agriculture and related production occupations","Type of work, all types",300.0,
10062251,2016-07-01,Manitoba,8,"Natural resources, agriculture and related production occupations",Full-time,270.0,
10069430,2016-07-01,Manitoba,9,Occupations in manufacturing and utilities,"Type of work, all types",410.0,
10069433,2016-07-01,Manitoba,9,Occupations in manufacturing and utilities,Full-time,390.0,
10082464,2016-07-01,Saskatchewan,101,"Total, all occupations","Type of work, all types",9255.0,
10082467,2016-07-01,Saskatchewan,101,"Total, all occupations",Full-time,6160.0,
10082470,2016-07-01,Saskatchewan,101,"Total, all occupations",Part-time,3095.0,
10083927,2016-07-01,Saskatchewan,1,"Business, finance and administration occupations","Type of work, all types",890.0,
10083930,2016-07-01,Saskatchewan,1,"Business, finance and administration occupations",Full-time,760.0,
10096562,2016-07-01,Saskatchewan,2,Natural and applied sciences and related occupations,"Type of work, all types",430.0,
10096565,2016-07-01,Saskatchewan,2,Natural and applied sciences and related occupations,Full-time,370.0,
10109463,2016-07-01,Saskatchewan,3,Health occupations,"Type of work, all types",500.0,
10109466,2016-07-01,Saskatchewan,3,Health occupations,Full-time,270.0,
10109469,2016-07-01,Saskatchewan,3,Health occupations,Part-time,230.0,
10118241,2016-07-01,Saskatchewan,4,"Occupations in education, law and social, community and government services","Type of work, all types",695.0,
10118244,2016-07-01,Saskatchewan,4,"Occupations in education, law and social, community and government services",Full-time,430.0,
10118247,2016-07-01,Saskatchewan,4,"Occupations in education, law and social, community and government services",Part-time,265.0,
10130211,2016-07-01,Saskatchewan,5,"Occupations in art, culture, recreation and sport","Type of work, all types",140.0,
10130214,2016-07-01,Saskatchewan,5,"Occupations in art, culture, recreation and sport",Full-time,105.0,
10138723,2016-07-01,Saskatchewan,6,Sales and service occupations,"Type of work, all types",4250.0,
10138726,2016-07-01,Saskatchewan,6,Sales and service occupations,Full-time,2190.0,
10138729,2016-07-01,Saskatchewan,6,Sales and service occupations,Part-time,2060.0,
10152688,2016-07-01,Saskatchewan,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",1425.0,
10152691,2016-07-01,Saskatchewan,7,"Trades, transport and equipment operators and related occupations",Full-time,1210.0,
10171840,2016-07-01,Saskatchewan,8,"Natural resources, agriculture and related production occupations","Type of work, all types",635.0,
10171843,2016-07-01,Saskatchewan,8,"Natural resources, agriculture and related production occupations",Full-time,615.0,
10179022,2016-07-01,Saskatchewan,9,Occupations in manufacturing and utilities,"Type of work, all types",175.0,
10179025,2016-07-01,Saskatchewan,9,Occupations in manufacturing and utilities,Full-time,175.0,
10179028,2016-07-01,Saskatchewan,9,Occupations in manufacturing and utilities,Part-time,0.0,
10192056,2016-07-01,Alberta,101,"Total, all occupations","Type of work, all types",44430.0,
10192059,2016-07-01,Alberta,101,"Total, all occupations",Full-time,31365.0,
10192062,2016-07-01,Alberta,101,"Total, all occupations",Part-time,13065.0,
10193519,2016-07-01,Alberta,1,"Business, finance and administration occupations","Type of work, all types",4650.0,
10193522,2016-07-01,Alberta,1,"Business, finance and administration occupations",Full-time,4065.0,
10193525,2016-07-01,Alberta,1,"Business, finance and administration occupations",Part-time,585.0,
10206154,2016-07-01,Alberta,2,Natural and applied sciences and related occupations,"Type of work, all types",1880.0,
10206157,2016-07-01,Alberta,2,Natural and applied sciences and related occupations,Full-time,1780.0,
10219055,2016-07-01,Alberta,3,Health occupations,"Type of work, all types",2080.0,
10219058,2016-07-01,Alberta,3,Health occupations,Full-time,975.0,
10219061,2016-07-01,Alberta,3,Health occupations,Part-time,1100.0,
10227833,2016-07-01,Alberta,4,"Occupations in education, law and social, community and government services","Type of work, all types",2755.0,
10227836,2016-07-01,Alberta,4,"Occupations in education, law and social, community and government services",Full-time,1740.0,
10227839,2016-07-01,Alberta,4,"Occupations in education, law and social, community and government services",Part-time,1015.0,
10239803,2016-07-01,Alberta,5,"Occupations in art, culture, recreation and sport","Type of work, all types",915.0,
10239806,2016-07-01,Alberta,5,"Occupations in art, culture, recreation and sport",Full-time,200.0,
10248315,2016-07-01,Alberta,6,Sales and service occupations,"Type of work, all types",19970.0,
10248318,2016-07-01,Alberta,6,Sales and service occupations,Full-time,11860.0,
10248321,2016-07-01,Alberta,6,Sales and service occupations,Part-time,8110.0,
10262280,2016-07-01,Alberta,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",8645.0,
10262283,2016-07-01,Alberta,7,"Trades, transport and equipment operators and related occupations",Full-time,7655.0,
10262286,2016-07-01,Alberta,7,"Trades, transport and equipment operators and related occupations",Part-time,995.0,
10281432,2016-07-01,Alberta,8,"Natural resources, agriculture and related production occupations","Type of work, all types",1225.0,
10281435,2016-07-01,Alberta,8,"Natural resources, agriculture and related production occupations",Full-time,1140.0,
10288614,2016-07-01,Alberta,9,Occupations in manufacturing and utilities,"Type of work, all types",1265.0,
10288617,2016-07-01,Alberta,9,Occupations in manufacturing and utilities,Full-time,1245.0,
10301648,2016-07-01,British Columbia,101,"Total, all occupations","Type of work, all types",77395.0,
10301651,2016-07-01,British Columbia,101,"Total, all occupations",Full-time,52405.0,
10301654,2016-07-01,British Columbia,101,"Total, all occupations",Part-time,24990.0,
10303111,2016-07-01,British Columbia,1,"Business, finance and administration occupations","Type of work, all types",7905.0,
10303114,2016-07-01,British Columbia,1,"Business, finance and administration occupations",Full-time,6215.0,
10303117,2016-07-01,British Columbia,1,"Business, finance and administration occupations",Part-time,1690.0,
10315746,2016-07-01,British Columbia,2,Natural and applied sciences and related occupations,"Type of work, all types",4205.0,
10315749,2016-07-01,British Columbia,2,Natural and applied sciences and related occupations,Full-time,4055.0,
10315752,2016-07-01,British Columbia,2,Natural and applied sciences and related occupations,Part-time,150.0,
10328647,2016-07-01,British Columbia,3,Health occupations,"Type of work, all types",5600.0,
10328650,2016-07-01,British Columbia,3,Health occupations,Full-time,2640.0,
10328653,2016-07-01,British Columbia,3,Health occupations,Part-time,2960.0,
10337425,2016-07-01,British Columbia,4,"Occupations in education, law and social, community and government services","Type of work, all types",4065.0,
10337428,2016-07-01,British Columbia,4,"Occupations in education, law and social, community and government services",Full-time,1960.0,
10337431,2016-07-01,British Columbia,4,"Occupations in education, law and social, community and government services",Part-time,2110.0,
10349395,2016-07-01,British Columbia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",1590.0,
10349398,2016-07-01,British Columbia,5,"Occupations in art, culture, recreation and sport",Full-time,760.0,
10349401,2016-07-01,British Columbia,5,"Occupations in art, culture, recreation and sport",Part-time,830.0,
10357907,2016-07-01,British Columbia,6,Sales and service occupations,"Type of work, all types",31950.0,
10357910,2016-07-01,British Columbia,6,Sales and service occupations,Full-time,18620.0,
10357913,2016-07-01,British Columbia,6,Sales and service occupations,Part-time,13330.0,
10371872,2016-07-01,British Columbia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",12480.0,
10371875,2016-07-01,British Columbia,7,"Trades, transport and equipment operators and related occupations",Full-time,10910.0,
10371878,2016-07-01,British Columbia,7,"Trades, transport and equipment operators and related occupations",Part-time,1570.0,
10391024,2016-07-01,British Columbia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",4555.0,
10391027,2016-07-01,British Columbia,8,"Natural resources, agriculture and related production occupations",Full-time,3885.0,
10398206,2016-07-01,British Columbia,9,Occupations in manufacturing and utilities,"Type of work, all types",2795.0,
10398209,2016-07-01,British Columbia,9,Occupations in manufacturing and utilities,Full-time,1965.0,
10398212,2016-07-01,British Columbia,9,Occupations in manufacturing and utilities,Part-time,830.0,
10411240,2016-07-01,Yukon,101,"Total, all occupations","Type of work, all types",525.0,
10411243,2016-07-01,Yukon,101,"Total, all occupations",Full-time,365.0,
10411246,2016-07-01,Yukon,101,"Total, all occupations",Part-time,160.0,
10412709,2016-07-01,Yukon,1,"Business, finance and administration occupations",Part-time,5.0,
10438242,2016-07-01,Yukon,3,Health occupations,Full-time,5.0,
10447020,2016-07-01,Yukon,4,"Occupations in education, law and social, community and government services",Full-time,25.0,
10467499,2016-07-01,Yukon,6,Sales and service occupations,"Type of work, all types",290.0,
10467502,2016-07-01,Yukon,6,Sales and service occupations,Full-time,195.0,
10467505,2016-07-01,Yukon,6,Sales and service occupations,Part-time,95.0,
10520832,2016-07-01,Northwest Territories,101,"Total, all occupations","Type of work, all types",565.0,
10520835,2016-07-01,Northwest Territories,101,"Total, all occupations",Full-time,405.0,
10522295,2016-07-01,Northwest Territories,1,"Business, finance and administration occupations","Type of work, all types",95.0,
10522298,2016-07-01,Northwest Territories,1,"Business, finance and administration occupations",Full-time,70.0,
10556609,2016-07-01,Northwest Territories,4,"Occupations in education, law and social, community and government services","Type of work, all types",65.0,
10556612,2016-07-01,Northwest Territories,4,"Occupations in education, law and social, community and government services",Full-time,50.0,
10577091,2016-07-01,Northwest Territories,6,Sales and service occupations,"Type of work, all types",240.0,
10577094,2016-07-01,Northwest Territories,6,Sales and service occupations,Full-time,125.0,
10630424,2016-07-01,Nunavut,101,"Total, all occupations","Type of work, all types",360.0,
10630427,2016-07-01,Nunavut,101,"Total, all occupations",Full-time,320.0,
10631887,2016-07-01,Nunavut,1,"Business, finance and administration occupations","Type of work, all types",45.0,
10631890,2016-07-01,Nunavut,1,"Business, finance and administration occupations",Full-time,45.0,
10644522,2016-07-01,Nunavut,2,Natural and applied sciences and related occupations,"Type of work, all types",5.0,
10644525,2016-07-01,Nunavut,2,Natural and applied sciences and related occupations,Full-time,5.0,
10686683,2016-07-01,Nunavut,6,Sales and service occupations,"Type of work, all types",115.0,
10686686,2016-07-01,Nunavut,6,Sales and service occupations,Full-time,80.0,
10740016,2016-10-01,Canada,101,"Total, all occupations","Type of work, all types",382405.0,
10740019,2016-10-01,Canada,101,"Total, all occupations",Full-time,250990.0,
10740022,2016-10-01,Canada,101,"Total, all occupations",Part-time,131415.0,
10740149,2016-10-01,Canada,0,Legislative and senior management occupations,"Type of work, all types",980.0,
10740152,2016-10-01,Canada,0,Legislative and senior management occupations,Full-time,925.0,
10741479,2016-10-01,Canada,1,"Business, finance and administration occupations","Type of work, all types",46920.0,
10741482,2016-10-01,Canada,1,"Business, finance and administration occupations",Full-time,40100.0,
10741485,2016-10-01,Canada,1,"Business, finance and administration occupations",Part-time,6815.0,
10754114,2016-10-01,Canada,2,Natural and applied sciences and related occupations,"Type of work, all types",26775.0,
10754117,2016-10-01,Canada,2,Natural and applied sciences and related occupations,Full-time,26160.0,
10754120,2016-10-01,Canada,2,Natural and applied sciences and related occupations,Part-time,610.0,
10767015,2016-10-01,Canada,3,Health occupations,"Type of work, all types",23400.0,
10767018,2016-10-01,Canada,3,Health occupations,Full-time,10380.0,
10767021,2016-10-01,Canada,3,Health occupations,Part-time,13020.0,
10775793,2016-10-01,Canada,4,"Occupations in education, law and social, community and government services","Type of work, all types",21405.0,
10775796,2016-10-01,Canada,4,"Occupations in education, law and social, community and government services",Full-time,12300.0,
10775799,2016-10-01,Canada,4,"Occupations in education, law and social, community and government services",Part-time,9110.0,
10787763,2016-10-01,Canada,5,"Occupations in art, culture, recreation and sport","Type of work, all types",8335.0,
10787766,2016-10-01,Canada,5,"Occupations in art, culture, recreation and sport",Full-time,4225.0,
10787769,2016-10-01,Canada,5,"Occupations in art, culture, recreation and sport",Part-time,4110.0,
10796275,2016-10-01,Canada,6,Sales and service occupations,"Type of work, all types",149645.0,
10796278,2016-10-01,Canada,6,Sales and service occupations,Full-time,73365.0,
10796281,2016-10-01,Canada,6,Sales and service occupations,Part-time,76275.0,
10810240,2016-10-01,Canada,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",61050.0,
10810243,2016-10-01,Canada,7,"Trades, transport and equipment operators and related occupations",Full-time,50020.0,
10810246,2016-10-01,Canada,7,"Trades, transport and equipment operators and related occupations",Part-time,11030.0,
10829392,2016-10-01,Canada,8,"Natural resources, agriculture and related production occupations","Type of work, all types",13280.0,
10829395,2016-10-01,Canada,8,"Natural resources, agriculture and related production occupations",Full-time,10495.0,
10829398,2016-10-01,Canada,8,"Natural resources, agriculture and related production occupations",Part-time,2785.0,
10836574,2016-10-01,Canada,9,Occupations in manufacturing and utilities,"Type of work, all types",18700.0,
10836577,2016-10-01,Canada,9,Occupations in manufacturing and utilities,Full-time,17540.0,
10836580,2016-10-01,Canada,9,Occupations in manufacturing and utilities,Part-time,1165.0,
10849608,2016-10-01,Newfoundland and Labrador,101,"Total, all occupations","Type of work, all types",3185.0,
10849611,2016-10-01,Newfoundland and Labrador,101,"Total, all occupations",Full-time,1790.0,
10849614,2016-10-01,Newfoundland and Labrador,101,"Total, all occupations",Part-time,1395.0,
10851071,2016-10-01,Newfoundland and Labrador,1,"Business, finance and administration occupations","Type of work, all types",295.0,
10851074,2016-10-01,Newfoundland and Labrador,1,"Business, finance and administration occupations",Full-time,255.0,
10851077,2016-10-01,Newfoundland and Labrador,1,"Business, finance and administration occupations",Part-time,40.0,
10863706,2016-10-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,"Type of work, all types",170.0,
10863709,2016-10-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,Full-time,165.0,
10876607,2016-10-01,Newfoundland and Labrador,3,Health occupations,"Type of work, all types",480.0,
10876610,2016-10-01,Newfoundland and Labrador,3,Health occupations,Full-time,180.0,
10876613,2016-10-01,Newfoundland and Labrador,3,Health occupations,Part-time,300.0,
10885385,2016-10-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services","Type of work, all types",175.0,
10885388,2016-10-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Full-time,85.0,
10905867,2016-10-01,Newfoundland and Labrador,6,Sales and service occupations,"Type of work, all types",1290.0,
10905870,2016-10-01,Newfoundland and Labrador,6,Sales and service occupations,Full-time,515.0,
10905873,2016-10-01,Newfoundland and Labrador,6,Sales and service occupations,Part-time,775.0,
10919832,2016-10-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",350.0,
10919835,2016-10-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations",Full-time,290.0,
10919838,2016-10-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations",Part-time,65.0,
10946166,2016-10-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,"Type of work, all types",115.0,
10959200,2016-10-01,Prince Edward Island,101,"Total, all occupations","Type of work, all types",1025.0,
10959203,2016-10-01,Prince Edward Island,101,"Total, all occupations",Full-time,655.0,
10959206,2016-10-01,Prince Edward Island,101,"Total, all occupations",Part-time,365.0,
10960669,2016-10-01,Prince Edward Island,1,"Business, finance and administration occupations",Part-time,0.0,
10994977,2016-10-01,Prince Edward Island,4,"Occupations in education, law and social, community and government services","Type of work, all types",110.0,
11015459,2016-10-01,Prince Edward Island,6,Sales and service occupations,"Type of work, all types",430.0,
11015462,2016-10-01,Prince Edward Island,6,Sales and service occupations,Full-time,165.0,
11015465,2016-10-01,Prince Edward Island,6,Sales and service occupations,Part-time,265.0,
11055758,2016-10-01,Prince Edward Island,9,Occupations in manufacturing and utilities,"Type of work, all types",140.0,
11055761,2016-10-01,Prince Edward Island,9,Occupations in manufacturing and utilities,Full-time,135.0,
11068792,2016-10-01,Nova Scotia,101,"Total, all occupations","Type of work, all types",8510.0,
11068795,2016-10-01,Nova Scotia,101,"Total, all occupations",Full-time,4560.0,
11068798,2016-10-01,Nova Scotia,101,"Total, all occupations",Part-time,3945.0,
11068925,2016-10-01,Nova Scotia,0,Legislative and senior management occupations,"Type of work, all types",20.0,
11068928,2016-10-01,Nova Scotia,0,Legislative and senior management occupations,Full-time,20.0,
11070255,2016-10-01,Nova Scotia,1,"Business, finance and administration occupations","Type of work, all types",685.0,
11070258,2016-10-01,Nova Scotia,1,"Business, finance and administration occupations",Full-time,505.0,
11082890,2016-10-01,Nova Scotia,2,Natural and applied sciences and related occupations,"Type of work, all types",510.0,
11082893,2016-10-01,Nova Scotia,2,Natural and applied sciences and related occupations,Full-time,465.0,
11095791,2016-10-01,Nova Scotia,3,Health occupations,"Type of work, all types",1025.0,
11095794,2016-10-01,Nova Scotia,3,Health occupations,Full-time,450.0,
11095797,2016-10-01,Nova Scotia,3,Health occupations,Part-time,575.0,
11104569,2016-10-01,Nova Scotia,4,"Occupations in education, law and social, community and government services","Type of work, all types",450.0,
11104572,2016-10-01,Nova Scotia,4,"Occupations in education, law and social, community and government services",Full-time,240.0,
11104575,2016-10-01,Nova Scotia,4,"Occupations in education, law and social, community and government services",Part-time,210.0,
11116539,2016-10-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",305.0,
11116542,2016-10-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport",Full-time,115.0,
11125051,2016-10-01,Nova Scotia,6,Sales and service occupations,"Type of work, all types",3365.0,
11125054,2016-10-01,Nova Scotia,6,Sales and service occupations,Full-time,1400.0,
11125057,2016-10-01,Nova Scotia,6,Sales and service occupations,Part-time,1965.0,
11139016,2016-10-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",830.0,
11139019,2016-10-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations",Full-time,635.0,
11165350,2016-10-01,Nova Scotia,9,Occupations in manufacturing and utilities,"Type of work, all types",315.0,
11165353,2016-10-01,Nova Scotia,9,Occupations in manufacturing and utilities,Full-time,295.0,
11165356,2016-10-01,Nova Scotia,9,Occupations in manufacturing and utilities,Part-time,20.0,
11178384,2016-10-01,New Brunswick,101,"Total, all occupations","Type of work, all types",6250.0,
11178387,2016-10-01,New Brunswick,101,"Total, all occupations",Full-time,4030.0,
11178390,2016-10-01,New Brunswick,101,"Total, all occupations",Part-time,2215.0,
11179847,2016-10-01,New Brunswick,1,"Business, finance and administration occupations","Type of work, all types",590.0,
11179850,2016-10-01,New Brunswick,1,"Business, finance and administration occupations",Full-time,450.0,
11179853,2016-10-01,New Brunswick,1,"Business, finance and administration occupations",Part-time,140.0,
11192482,2016-10-01,New Brunswick,2,Natural and applied sciences and related occupations,"Type of work, all types",255.0,
11192485,2016-10-01,New Brunswick,2,Natural and applied sciences and related occupations,Full-time,250.0,
11205383,2016-10-01,New Brunswick,3,Health occupations,"Type of work, all types",425.0,
11205386,2016-10-01,New Brunswick,3,Health occupations,Full-time,175.0,
11205389,2016-10-01,New Brunswick,3,Health occupations,Part-time,250.0,
11214161,2016-10-01,New Brunswick,4,"Occupations in education, law and social, community and government services","Type of work, all types",280.0,
11214164,2016-10-01,New Brunswick,4,"Occupations in education, law and social, community and government services",Full-time,165.0,
11234643,2016-10-01,New Brunswick,6,Sales and service occupations,"Type of work, all types",2475.0,
11234646,2016-10-01,New Brunswick,6,Sales and service occupations,Full-time,1220.0,
11234649,2016-10-01,New Brunswick,6,Sales and service occupations,Part-time,1255.0,
11248608,2016-10-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",615.0,
11248611,2016-10-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations",Full-time,510.0,
11248614,2016-10-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations",Part-time,105.0,
11274942,2016-10-01,New Brunswick,9,Occupations in manufacturing and utilities,"Type of work, all types",770.0,
11274945,2016-10-01,New Brunswick,9,Occupations in manufacturing and utilities,Full-time,760.0,
11287976,2016-10-01,Quebec,101,"Total, all occupations","Type of work, all types",63850.0,
11287979,2016-10-01,Quebec,101,"Total, all occupations",Full-time,45665.0,
11287982,2016-10-01,Quebec,101,"Total, all occupations",Part-time,18185.0,
11288109,2016-10-01,Quebec,0,Legislative and senior management occupations,"Type of work, all types",120.0,
11288112,2016-10-01,Quebec,0,Legislative and senior management occupations,Full-time,115.0,
11289439,2016-10-01,Quebec,1,"Business, finance and administration occupations","Type of work, all types",9635.0,
11289442,2016-10-01,Quebec,1,"Business, finance and administration occupations",Full-time,8565.0,
11289445,2016-10-01,Quebec,1,"Business, finance and administration occupations",Part-time,1070.0,
11302074,2016-10-01,Quebec,2,Natural and applied sciences and related occupations,"Type of work, all types",6870.0,
11302077,2016-10-01,Quebec,2,Natural and applied sciences and related occupations,Full-time,6800.0,
11314975,2016-10-01,Quebec,3,Health occupations,"Type of work, all types",4410.0,
11314978,2016-10-01,Quebec,3,Health occupations,Full-time,1870.0,
11314981,2016-10-01,Quebec,3,Health occupations,Part-time,2540.0,
11323753,2016-10-01,Quebec,4,"Occupations in education, law and social, community and government services","Type of work, all types",2905.0,
11323756,2016-10-01,Quebec,4,"Occupations in education, law and social, community and government services",Full-time,2045.0,
11323759,2016-10-01,Quebec,4,"Occupations in education, law and social, community and government services",Part-time,860.0,
11335723,2016-10-01,Quebec,5,"Occupations in art, culture, recreation and sport","Type of work, all types",1795.0,
11335726,2016-10-01,Quebec,5,"Occupations in art, culture, recreation and sport",Full-time,1155.0,
11344235,2016-10-01,Quebec,6,Sales and service occupations,"Type of work, all types",21135.0,
11344238,2016-10-01,Quebec,6,Sales and service occupations,Full-time,10730.0,
11344241,2016-10-01,Quebec,6,Sales and service occupations,Part-time,10400.0,
11358200,2016-10-01,Quebec,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",9250.0,
11358203,2016-10-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Full-time,7605.0,
11358206,2016-10-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Part-time,1645.0,
11377352,2016-10-01,Quebec,8,"Natural resources, agriculture and related production occupations","Type of work, all types",1075.0,
11377355,2016-10-01,Quebec,8,"Natural resources, agriculture and related production occupations",Full-time,905.0,
11384534,2016-10-01,Quebec,9,Occupations in manufacturing and utilities,"Type of work, all types",5665.0,
11384537,2016-10-01,Quebec,9,Occupations in manufacturing and utilities,Full-time,5530.0,
11384540,2016-10-01,Quebec,9,Occupations in manufacturing and utilities,Part-time,135.0,
11397568,2016-10-01,Ontario,101,"Total, all occupations","Type of work, all types",162610.0,
11397571,2016-10-01,Ontario,101,"Total, all occupations",Full-time,104650.0,
11397574,2016-10-01,Ontario,101,"Total, all occupations",Part-time,57960.0,
11397701,2016-10-01,Ontario,0,Legislative and senior management occupations,"Type of work, all types",500.0,
11397704,2016-10-01,Ontario,0,Legislative and senior management occupations,Full-time,460.0,
11399031,2016-10-01,Ontario,1,"Business, finance and administration occupations","Type of work, all types",22325.0,
11399034,2016-10-01,Ontario,1,"Business, finance and administration occupations",Full-time,19115.0,
11399037,2016-10-01,Ontario,1,"Business, finance and administration occupations",Part-time,3210.0,
11411666,2016-10-01,Ontario,2,Natural and applied sciences and related occupations,"Type of work, all types",12635.0,
11411669,2016-10-01,Ontario,2,Natural and applied sciences and related occupations,Full-time,12435.0,
11411672,2016-10-01,Ontario,2,Natural and applied sciences and related occupations,Part-time,200.0,
11424567,2016-10-01,Ontario,3,Health occupations,"Type of work, all types",8610.0,
11424570,2016-10-01,Ontario,3,Health occupations,Full-time,3305.0,
11424573,2016-10-01,Ontario,3,Health occupations,Part-time,5310.0,
11433345,2016-10-01,Ontario,4,"Occupations in education, law and social, community and government services","Type of work, all types",9525.0,
11433348,2016-10-01,Ontario,4,"Occupations in education, law and social, community and government services",Full-time,5280.0,
11433351,2016-10-01,Ontario,4,"Occupations in education, law and social, community and government services",Part-time,4245.0,
