idML,ref_date,geo,noc_code,noc_desc,job_char,total_vacancies,predicted_vacancies
547960,2015-01-01,Quebec,101,"Total, all occupations","Type of work, all types",60480.0,
547963,2015-01-01,Quebec,101,"Total, all occupations",Full-time,45455.0,
876736,2015-01-01,Saskatchewan,101,"Total, all occupations","Type of work, all types",14330.0,
876739,2015-01-01,Saskatchewan,101,"Total, all occupations",Full-time,10420.0,
1534288,2015-04-01,Canada,101,"Total, all occupations","Type of work, all types",452315.0,
1534291,2015-04-01,Canada,101,"Total, all occupations",Full-time,322625.0,
1534294,2015-04-01,Canada,101,"Total, all occupations",Part-time,129690.0,
1534421,2015-04-01,Canada,0,Legislative and senior management occupations,"Type of work, all types",855.0,
1534424,2015-04-01,Canada,0,Legislative and senior management occupations,Full-time,830.0,
1535751,2015-04-01,Canada,1,"Business, finance and administration occupations","Type of work, all types",50885.0,
1535754,2015-04-01,Canada,1,"Business, finance and administration occupations",Full-time,40915.0,
1535757,2015-04-01,Canada,1,"Business, finance and administration occupations",Part-time,9970.0,
1548386,2015-04-01,Canada,2,Natural and applied sciences and related occupations,"Type of work, all types",31840.0,
1548389,2015-04-01,Canada,2,Natural and applied sciences and related occupations,Full-time,30500.0,
1548392,2015-04-01,Canada,2,Natural and applied sciences and related occupations,Part-time,1340.0,
1561287,2015-04-01,Canada,3,Health occupations,"Type of work, all types",24400.0,
1561290,2015-04-01,Canada,3,Health occupations,Full-time,10690.0,
1561293,2015-04-01,Canada,3,Health occupations,Part-time,13710.0,
1570065,2015-04-01,Canada,4,"Occupations in education, law and social, community and government services","Type of work, all types",21430.0,
1570068,2015-04-01,Canada,4,"Occupations in education, law and social, community and government services",Full-time,13030.0,
1570071,2015-04-01,Canada,4,"Occupations in education, law and social, community and government services",Part-time,8400.0,
1582035,2015-04-01,Canada,5,"Occupations in art, culture, recreation and sport","Type of work, all types",13690.0,
1582038,2015-04-01,Canada,5,"Occupations in art, culture, recreation and sport",Full-time,10600.0,
1582041,2015-04-01,Canada,5,"Occupations in art, culture, recreation and sport",Part-time,3090.0,
1590547,2015-04-01,Canada,6,Sales and service occupations,"Type of work, all types",169930.0,
1590550,2015-04-01,Canada,6,Sales and service occupations,Full-time,94835.0,
1590553,2015-04-01,Canada,6,Sales and service occupations,Part-time,75090.0,
1604512,2015-04-01,Canada,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",72315.0,
1604515,2015-04-01,Canada,7,"Trades, transport and equipment operators and related occupations",Full-time,65710.0,
1604518,2015-04-01,Canada,7,"Trades, transport and equipment operators and related occupations",Part-time,6605.0,
1623664,2015-04-01,Canada,8,"Natural resources, agriculture and related production occupations","Type of work, all types",25775.0,
1623667,2015-04-01,Canada,8,"Natural resources, agriculture and related production occupations",Full-time,21800.0,
1630846,2015-04-01,Canada,9,Occupations in manufacturing and utilities,"Type of work, all types",21750.0,
1630849,2015-04-01,Canada,9,Occupations in manufacturing and utilities,Full-time,19505.0,
1630852,2015-04-01,Canada,9,Occupations in manufacturing and utilities,Part-time,2245.0,
1643880,2015-04-01,Newfoundland and Labrador,101,"Total, all occupations","Type of work, all types",5265.0,
1643883,2015-04-01,Newfoundland and Labrador,101,"Total, all occupations",Full-time,3725.0,
1643886,2015-04-01,Newfoundland and Labrador,101,"Total, all occupations",Part-time,1540.0,
1645343,2015-04-01,Newfoundland and Labrador,1,"Business, finance and administration occupations","Type of work, all types",535.0,
1645346,2015-04-01,Newfoundland and Labrador,1,"Business, finance and administration occupations",Full-time,450.0,
1657978,2015-04-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,"Type of work, all types",175.0,
1657981,2015-04-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,Full-time,170.0,
1670879,2015-04-01,Newfoundland and Labrador,3,Health occupations,"Type of work, all types",570.0,
1670882,2015-04-01,Newfoundland and Labrador,3,Health occupations,Full-time,290.0,
1670885,2015-04-01,Newfoundland and Labrador,3,Health occupations,Part-time,280.0,
1679657,2015-04-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services","Type of work, all types",225.0,
1679660,2015-04-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Full-time,130.0,
1700139,2015-04-01,Newfoundland and Labrador,6,Sales and service occupations,"Type of work, all types",1955.0,
1700142,2015-04-01,Newfoundland and Labrador,6,Sales and service occupations,Full-time,1035.0,
1700145,2015-04-01,Newfoundland and Labrador,6,Sales and service occupations,Part-time,920.0,
1714104,2015-04-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",920.0,
1714107,2015-04-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations",Full-time,850.0,
1733256,2015-04-01,Newfoundland and Labrador,8,"Natural resources, agriculture and related production occupations","Type of work, all types",170.0,
1740438,2015-04-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,"Type of work, all types",355.0,
1740441,2015-04-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,Full-time,320.0,
1753472,2015-04-01,Prince Edward Island,101,"Total, all occupations","Type of work, all types",1785.0,
1753475,2015-04-01,Prince Edward Island,101,"Total, all occupations",Full-time,1185.0,
1753478,2015-04-01,Prince Edward Island,101,"Total, all occupations",Part-time,600.0,
1754935,2015-04-01,Prince Edward Island,1,"Business, finance and administration occupations","Type of work, all types",80.0,
1767570,2015-04-01,Prince Edward Island,2,Natural and applied sciences and related occupations,"Type of work, all types",85.0,
1767573,2015-04-01,Prince Edward Island,2,Natural and applied sciences and related occupations,Full-time,70.0,
1780471,2015-04-01,Prince Edward Island,3,Health occupations,"Type of work, all types",65.0,
1809731,2015-04-01,Prince Edward Island,6,Sales and service occupations,"Type of work, all types",885.0,
1809734,2015-04-01,Prince Edward Island,6,Sales and service occupations,Full-time,445.0,
1809737,2015-04-01,Prince Edward Island,6,Sales and service occupations,Part-time,440.0,
1850030,2015-04-01,Prince Edward Island,9,Occupations in manufacturing and utilities,"Type of work, all types",105.0,
1850033,2015-04-01,Prince Edward Island,9,Occupations in manufacturing and utilities,Full-time,100.0,
1863064,2015-04-01,Nova Scotia,101,"Total, all occupations","Type of work, all types",11800.0,
1863067,2015-04-01,Nova Scotia,101,"Total, all occupations",Full-time,7855.0,
1863070,2015-04-01,Nova Scotia,101,"Total, all occupations",Part-time,3945.0,
1863197,2015-04-01,Nova Scotia,0,Legislative and senior management occupations,"Type of work, all types",15.0,
1863200,2015-04-01,Nova Scotia,0,Legislative and senior management occupations,Full-time,10.0,
1864527,2015-04-01,Nova Scotia,1,"Business, finance and administration occupations","Type of work, all types",1075.0,
1864530,2015-04-01,Nova Scotia,1,"Business, finance and administration occupations",Full-time,890.0,
1864533,2015-04-01,Nova Scotia,1,"Business, finance and administration occupations",Part-time,185.0,
1890063,2015-04-01,Nova Scotia,3,Health occupations,"Type of work, all types",955.0,
1890066,2015-04-01,Nova Scotia,3,Health occupations,Full-time,435.0,
1890069,2015-04-01,Nova Scotia,3,Health occupations,Part-time,525.0,
1898847,2015-04-01,Nova Scotia,4,"Occupations in education, law and social, community and government services",Part-time,140.0,
1910811,2015-04-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",380.0,
1910814,2015-04-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport",Full-time,265.0,
1919323,2015-04-01,Nova Scotia,6,Sales and service occupations,"Type of work, all types",4325.0,
1919326,2015-04-01,Nova Scotia,6,Sales and service occupations,Full-time,2310.0,
1919329,2015-04-01,Nova Scotia,6,Sales and service occupations,Part-time,2015.0,
1933288,2015-04-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2205.0,
1933291,2015-04-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations",Full-time,1710.0,
1952440,2015-04-01,Nova Scotia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",660.0,
1952443,2015-04-01,Nova Scotia,8,"Natural resources, agriculture and related production occupations",Full-time,450.0,
1959622,2015-04-01,Nova Scotia,9,Occupations in manufacturing and utilities,"Type of work, all types",575.0,
1959625,2015-04-01,Nova Scotia,9,Occupations in manufacturing and utilities,Full-time,480.0,
1972656,2015-04-01,New Brunswick,101,"Total, all occupations","Type of work, all types",10125.0,
1972659,2015-04-01,New Brunswick,101,"Total, all occupations",Full-time,7480.0,
1972662,2015-04-01,New Brunswick,101,"Total, all occupations",Part-time,2640.0,
1974119,2015-04-01,New Brunswick,1,"Business, finance and administration occupations","Type of work, all types",670.0,
1974122,2015-04-01,New Brunswick,1,"Business, finance and administration occupations",Full-time,610.0,
1999655,2015-04-01,New Brunswick,3,Health occupations,"Type of work, all types",640.0,
1999658,2015-04-01,New Brunswick,3,Health occupations,Full-time,230.0,
1999661,2015-04-01,New Brunswick,3,Health occupations,Part-time,410.0,
2008433,2015-04-01,New Brunswick,4,"Occupations in education, law and social, community and government services","Type of work, all types",385.0,
2008436,2015-04-01,New Brunswick,4,"Occupations in education, law and social, community and government services",Full-time,280.0,
2020403,2015-04-01,New Brunswick,5,"Occupations in art, culture, recreation and sport","Type of work, all types",255.0,
2020406,2015-04-01,New Brunswick,5,"Occupations in art, culture, recreation and sport",Full-time,205.0,
2028915,2015-04-01,New Brunswick,6,Sales and service occupations,"Type of work, all types",3050.0,
2028918,2015-04-01,New Brunswick,6,Sales and service occupations,Full-time,1480.0,
2028921,2015-04-01,New Brunswick,6,Sales and service occupations,Part-time,1570.0,
2042880,2015-04-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",1245.0,
2042883,2015-04-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations",Full-time,1100.0,
2069214,2015-04-01,New Brunswick,9,Occupations in manufacturing and utilities,"Type of work, all types",1315.0,
2069217,2015-04-01,New Brunswick,9,Occupations in manufacturing and utilities,Full-time,1260.0,
2082248,2015-04-01,Quebec,101,"Total, all occupations","Type of work, all types",70450.0,
2082251,2015-04-01,Quebec,101,"Total, all occupations",Full-time,51705.0,
2082254,2015-04-01,Quebec,101,"Total, all occupations",Part-time,18750.0,
2083711,2015-04-01,Quebec,1,"Business, finance and administration occupations","Type of work, all types",9000.0,
2083714,2015-04-01,Quebec,1,"Business, finance and administration occupations",Full-time,7315.0,
2083717,2015-04-01,Quebec,1,"Business, finance and administration occupations",Part-time,1685.0,
2096346,2015-04-01,Quebec,2,Natural and applied sciences and related occupations,"Type of work, all types",6370.0,
2096349,2015-04-01,Quebec,2,Natural and applied sciences and related occupations,Full-time,5965.0,
2109247,2015-04-01,Quebec,3,Health occupations,"Type of work, all types",4855.0,
2109250,2015-04-01,Quebec,3,Health occupations,Full-time,2200.0,
2109253,2015-04-01,Quebec,3,Health occupations,Part-time,2650.0,
2118025,2015-04-01,Quebec,4,"Occupations in education, law and social, community and government services","Type of work, all types",2985.0,
2118028,2015-04-01,Quebec,4,"Occupations in education, law and social, community and government services",Full-time,1930.0,
2118031,2015-04-01,Quebec,4,"Occupations in education, law and social, community and government services",Part-time,1055.0,
2129995,2015-04-01,Quebec,5,"Occupations in art, culture, recreation and sport","Type of work, all types",3595.0,
2129998,2015-04-01,Quebec,5,"Occupations in art, culture, recreation and sport",Full-time,3075.0,
2130001,2015-04-01,Quebec,5,"Occupations in art, culture, recreation and sport",Part-time,520.0,
2138507,2015-04-01,Quebec,6,Sales and service occupations,"Type of work, all types",23600.0,
2138510,2015-04-01,Quebec,6,Sales and service occupations,Full-time,13680.0,
2138513,2015-04-01,Quebec,6,Sales and service occupations,Part-time,9920.0,
2152472,2015-04-01,Quebec,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",9810.0,
2152475,2015-04-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Full-time,8585.0,
2152478,2015-04-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Part-time,1225.0,
2171624,2015-04-01,Quebec,8,"Natural resources, agriculture and related production occupations","Type of work, all types",3190.0,
2171627,2015-04-01,Quebec,8,"Natural resources, agriculture and related production occupations",Full-time,2695.0,
2178806,2015-04-01,Quebec,9,Occupations in manufacturing and utilities,"Type of work, all types",5315.0,
2178809,2015-04-01,Quebec,9,Occupations in manufacturing and utilities,Full-time,5015.0,
2191840,2015-04-01,Ontario,101,"Total, all occupations","Type of work, all types",177685.0,
2191843,2015-04-01,Ontario,101,"Total, all occupations",Full-time,125595.0,
2191846,2015-04-01,Ontario,101,"Total, all occupations",Part-time,52090.0,
2191973,2015-04-01,Ontario,0,Legislative and senior management occupations,"Type of work, all types",400.0,
2191976,2015-04-01,Ontario,0,Legislative and senior management occupations,Full-time,400.0,
2193303,2015-04-01,Ontario,1,"Business, finance and administration occupations","Type of work, all types",23990.0,
2193306,2015-04-01,Ontario,1,"Business, finance and administration occupations",Full-time,18980.0,
2193309,2015-04-01,Ontario,1,"Business, finance and administration occupations",Part-time,5010.0,
2205938,2015-04-01,Ontario,2,Natural and applied sciences and related occupations,"Type of work, all types",15200.0,
2205941,2015-04-01,Ontario,2,Natural and applied sciences and related occupations,Full-time,14605.0,
2205944,2015-04-01,Ontario,2,Natural and applied sciences and related occupations,Part-time,595.0,
2218839,2015-04-01,Ontario,3,Health occupations,"Type of work, all types",8480.0,
2218842,2015-04-01,Ontario,3,Health occupations,Full-time,3430.0,
2218845,2015-04-01,Ontario,3,Health occupations,Part-time,5050.0,
2227617,2015-04-01,Ontario,4,"Occupations in education, law and social, community and government services","Type of work, all types",8390.0,
2227620,2015-04-01,Ontario,4,"Occupations in education, law and social, community and government services",Full-time,4965.0,
2227623,2015-04-01,Ontario,4,"Occupations in education, law and social, community and government services",Part-time,3430.0,
2248099,2015-04-01,Ontario,6,Sales and service occupations,"Type of work, all types",61110.0,
2248102,2015-04-01,Ontario,6,Sales and service occupations,Full-time,30490.0,
2248105,2015-04-01,Ontario,6,Sales and service occupations,Part-time,30625.0,
2262064,2015-04-01,Ontario,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",26575.0,
2262067,2015-04-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Full-time,24170.0,
2262070,2015-04-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Part-time,2405.0,
2281216,2015-04-01,Ontario,8,"Natural resources, agriculture and related production occupations","Type of work, all types",8760.0,
2281219,2015-04-01,Ontario,8,"Natural resources, agriculture and related production occupations",Full-time,8280.0,
2281222,2015-04-01,Ontario,8,"Natural resources, agriculture and related production occupations",Part-time,480.0,
2288398,2015-04-01,Ontario,9,Occupations in manufacturing and utilities,"Type of work, all types",9090.0,
2288401,2015-04-01,Ontario,9,Occupations in manufacturing and utilities,Full-time,8070.0,
2301432,2015-04-01,Manitoba,101,"Total, all occupations","Type of work, all types",14480.0,
2301435,2015-04-01,Manitoba,101,"Total, all occupations",Full-time,9380.0,
2301438,2015-04-01,Manitoba,101,"Total, all occupations",Part-time,5105.0,
2302895,2015-04-01,Manitoba,1,"Business, finance and administration occupations","Type of work, all types",1500.0,
2302898,2015-04-01,Manitoba,1,"Business, finance and administration occupations",Full-time,1275.0,
2315530,2015-04-01,Manitoba,2,Natural and applied sciences and related occupations,"Type of work, all types",635.0,
2315533,2015-04-01,Manitoba,2,Natural and applied sciences and related occupations,Full-time,595.0,
2328431,2015-04-01,Manitoba,3,Health occupations,"Type of work, all types",1570.0,
2328437,2015-04-01,Manitoba,3,Health occupations,Part-time,850.0,
2337209,2015-04-01,Manitoba,4,"Occupations in education, law and social, community and government services","Type of work, all types",1040.0,
2337212,2015-04-01,Manitoba,4,"Occupations in education, law and social, community and government services",Full-time,600.0,
2337215,2015-04-01,Manitoba,4,"Occupations in education, law and social, community and government services",Part-time,440.0,
2349179,2015-04-01,Manitoba,5,"Occupations in art, culture, recreation and sport","Type of work, all types",185.0,
2349182,2015-04-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Full-time,150.0,
2349185,2015-04-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Part-time,35.0,
2357691,2015-04-01,Manitoba,6,Sales and service occupations,"Type of work, all types",4750.0,
2357694,2015-04-01,Manitoba,6,Sales and service occupations,Full-time,1960.0,
2357697,2015-04-01,Manitoba,6,Sales and service occupations,Part-time,2790.0,
2371656,2015-04-01,Manitoba,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2855.0,
2371659,2015-04-01,Manitoba,7,"Trades, transport and equipment operators and related occupations",Full-time,2590.0,
2390808,2015-04-01,Manitoba,8,"Natural resources, agriculture and related production occupations","Type of work, all types",810.0,
2390811,2015-04-01,Manitoba,8,"Natural resources, agriculture and related production occupations",Full-time,675.0,
2390814,2015-04-01,Manitoba,8,"Natural resources, agriculture and related production occupations",Part-time,135.0,
2397990,2015-04-01,Manitoba,9,Occupations in manufacturing and utilities,"Type of work, all types",565.0,
2397993,2015-04-01,Manitoba,9,Occupations in manufacturing and utilities,Full-time,515.0,
2411024,2015-04-01,Saskatchewan,101,"Total, all occupations","Type of work, all types",15505.0,
2411027,2015-04-01,Saskatchewan,101,"Total, all occupations",Full-time,10540.0,
2411030,2015-04-01,Saskatchewan,101,"Total, all occupations",Part-time,4965.0,
2411157,2015-04-01,Saskatchewan,0,Legislative and senior management occupations,"Type of work, all types",20.0,
2411160,2015-04-01,Saskatchewan,0,Legislative and senior management occupations,Full-time,20.0,
2412487,2015-04-01,Saskatchewan,1,"Business, finance and administration occupations","Type of work, all types",1350.0,
2412490,2015-04-01,Saskatchewan,1,"Business, finance and administration occupations",Full-time,1050.0,
2425122,2015-04-01,Saskatchewan,2,Natural and applied sciences and related occupations,"Type of work, all types",460.0,
2425125,2015-04-01,Saskatchewan,2,Natural and applied sciences and related occupations,Full-time,440.0,
2438023,2015-04-01,Saskatchewan,3,Health occupations,"Type of work, all types",1030.0,
2438026,2015-04-01,Saskatchewan,3,Health occupations,Full-time,635.0,
2438029,2015-04-01,Saskatchewan,3,Health occupations,Part-time,395.0,
2446801,2015-04-01,Saskatchewan,4,"Occupations in education, law and social, community and government services","Type of work, all types",1080.0,
2446804,2015-04-01,Saskatchewan,4,"Occupations in education, law and social, community and government services",Full-time,545.0,
2446807,2015-04-01,Saskatchewan,4,"Occupations in education, law and social, community and government services",Part-time,535.0,
2458771,2015-04-01,Saskatchewan,5,"Occupations in art, culture, recreation and sport","Type of work, all types",240.0,
2458774,2015-04-01,Saskatchewan,5,"Occupations in art, culture, recreation and sport",Full-time,165.0,
2467283,2015-04-01,Saskatchewan,6,Sales and service occupations,"Type of work, all types",6795.0,
2467286,2015-04-01,Saskatchewan,6,Sales and service occupations,Full-time,3765.0,
2467289,2015-04-01,Saskatchewan,6,Sales and service occupations,Part-time,3035.0,
2481248,2015-04-01,Saskatchewan,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2775.0,
2481251,2015-04-01,Saskatchewan,7,"Trades, transport and equipment operators and related occupations",Full-time,2500.0,
2500400,2015-04-01,Saskatchewan,8,"Natural resources, agriculture and related production occupations","Type of work, all types",775.0,
2500403,2015-04-01,Saskatchewan,8,"Natural resources, agriculture and related production occupations",Full-time,675.0,
2507582,2015-04-01,Saskatchewan,9,Occupations in manufacturing and utilities,"Type of work, all types",320.0,
2507585,2015-04-01,Saskatchewan,9,Occupations in manufacturing and utilities,Full-time,310.0,
2520616,2015-04-01,Alberta,101,"Total, all occupations","Type of work, all types",72240.0,
2520619,2015-04-01,Alberta,101,"Total, all occupations",Full-time,56510.0,
2520622,2015-04-01,Alberta,101,"Total, all occupations",Part-time,15730.0,
2522079,2015-04-01,Alberta,1,"Business, finance and administration occupations","Type of work, all types",5555.0,
2522082,2015-04-01,Alberta,1,"Business, finance and administration occupations",Full-time,4705.0,
2522085,2015-04-01,Alberta,1,"Business, finance and administration occupations",Part-time,845.0,
2534714,2015-04-01,Alberta,2,Natural and applied sciences and related occupations,"Type of work, all types",3290.0,
2534717,2015-04-01,Alberta,2,Natural and applied sciences and related occupations,Full-time,3155.0,
2547615,2015-04-01,Alberta,3,Health occupations,"Type of work, all types",3030.0,
2547618,2015-04-01,Alberta,3,Health occupations,Full-time,1585.0,
2547621,2015-04-01,Alberta,3,Health occupations,Part-time,1445.0,
2556393,2015-04-01,Alberta,4,"Occupations in education, law and social, community and government services","Type of work, all types",3240.0,
2556396,2015-04-01,Alberta,4,"Occupations in education, law and social, community and government services",Full-time,2140.0,
2556399,2015-04-01,Alberta,4,"Occupations in education, law and social, community and government services",Part-time,1100.0,
2568363,2015-04-01,Alberta,5,"Occupations in art, culture, recreation and sport","Type of work, all types",1065.0,
2568366,2015-04-01,Alberta,5,"Occupations in art, culture, recreation and sport",Full-time,550.0,
2568369,2015-04-01,Alberta,5,"Occupations in art, culture, recreation and sport",Part-time,515.0,
2576875,2015-04-01,Alberta,6,Sales and service occupations,"Type of work, all types",32380.0,
2576878,2015-04-01,Alberta,6,Sales and service occupations,Full-time,22635.0,
2576881,2015-04-01,Alberta,6,Sales and service occupations,Part-time,9745.0,
2590840,2015-04-01,Alberta,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",14535.0,
2590843,2015-04-01,Alberta,7,"Trades, transport and equipment operators and related occupations",Full-time,14045.0,
2590846,2015-04-01,Alberta,7,"Trades, transport and equipment operators and related occupations",Part-time,490.0,
2609992,2015-04-01,Alberta,8,"Natural resources, agriculture and related production occupations","Type of work, all types",4190.0,
2609995,2015-04-01,Alberta,8,"Natural resources, agriculture and related production occupations",Full-time,3785.0,
2617174,2015-04-01,Alberta,9,Occupations in manufacturing and utilities,"Type of work, all types",1800.0,
2617177,2015-04-01,Alberta,9,Occupations in manufacturing and utilities,Full-time,1645.0,
2630208,2015-04-01,British Columbia,101,"Total, all occupations","Type of work, all types",70725.0,
2630211,2015-04-01,British Columbia,101,"Total, all occupations",Full-time,46875.0,
2630214,2015-04-01,British Columbia,101,"Total, all occupations",Part-time,23850.0,
2630341,2015-04-01,British Columbia,0,Legislative and senior management occupations,"Type of work, all types",120.0,
2630344,2015-04-01,British Columbia,0,Legislative and senior management occupations,Full-time,120.0,
2631671,2015-04-01,British Columbia,1,"Business, finance and administration occupations","Type of work, all types",6920.0,
2631674,2015-04-01,British Columbia,1,"Business, finance and administration occupations",Full-time,5420.0,
2631677,2015-04-01,British Columbia,1,"Business, finance and administration occupations",Part-time,1495.0,
2644306,2015-04-01,British Columbia,2,Natural and applied sciences and related occupations,"Type of work, all types",4310.0,
2644309,2015-04-01,British Columbia,2,Natural and applied sciences and related occupations,Full-time,4205.0,
2657207,2015-04-01,British Columbia,3,Health occupations,"Type of work, all types",3155.0,
2657210,2015-04-01,British Columbia,3,Health occupations,Full-time,1100.0,
2657213,2015-04-01,British Columbia,3,Health occupations,Part-time,2055.0,
2665985,2015-04-01,British Columbia,4,"Occupations in education, law and social, community and government services","Type of work, all types",3150.0,
2665988,2015-04-01,British Columbia,4,"Occupations in education, law and social, community and government services",Full-time,1695.0,
2665991,2015-04-01,British Columbia,4,"Occupations in education, law and social, community and government services",Part-time,1455.0,
2677955,2015-04-01,British Columbia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",1635.0,
2677958,2015-04-01,British Columbia,5,"Occupations in art, culture, recreation and sport",Full-time,975.0,
2686467,2015-04-01,British Columbia,6,Sales and service occupations,"Type of work, all types",30125.0,
2686470,2015-04-01,British Columbia,6,Sales and service occupations,Full-time,16385.0,
2686473,2015-04-01,British Columbia,6,Sales and service occupations,Part-time,13745.0,
2700432,2015-04-01,British Columbia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",10640.0,
2700435,2015-04-01,British Columbia,7,"Trades, transport and equipment operators and related occupations",Full-time,9460.0,
2700438,2015-04-01,British Columbia,7,"Trades, transport and equipment operators and related occupations",Part-time,1175.0,
2719584,2015-04-01,British Columbia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",5525.0,
2719587,2015-04-01,British Columbia,8,"Natural resources, agriculture and related production occupations",Full-time,3535.0,
2726766,2015-04-01,British Columbia,9,Occupations in manufacturing and utilities,"Type of work, all types",2300.0,
2726769,2015-04-01,British Columbia,9,Occupations in manufacturing and utilities,Full-time,1760.0,
2739800,2015-04-01,Yukon,101,"Total, all occupations","Type of work, all types",845.0,
2739803,2015-04-01,Yukon,101,"Total, all occupations",Full-time,625.0,
2739806,2015-04-01,Yukon,101,"Total, all occupations",Part-time,220.0,
2775577,2015-04-01,Yukon,4,"Occupations in education, law and social, community and government services","Type of work, all types",45.0,
2775580,2015-04-01,Yukon,4,"Occupations in education, law and social, community and government services",Full-time,25.0,
2796059,2015-04-01,Yukon,6,Sales and service occupations,"Type of work, all types",475.0,
2796065,2015-04-01,Yukon,6,Sales and service occupations,Part-time,155.0,
2810024,2015-04-01,Yukon,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",90.0,
2810030,2015-04-01,Yukon,7,"Trades, transport and equipment operators and related occupations",Part-time,10.0,
2849392,2015-04-01,Northwest Territories,101,"Total, all occupations","Type of work, all types",1010.0,
2849395,2015-04-01,Northwest Territories,101,"Total, all occupations",Full-time,790.0,
2905651,2015-04-01,Northwest Territories,6,Sales and service occupations,"Type of work, all types",335.0,
2958984,2015-04-01,Nunavut,101,"Total, all occupations","Type of work, all types",410.0,
2958987,2015-04-01,Nunavut,101,"Total, all occupations",Full-time,365.0,
2960447,2015-04-01,Nunavut,1,"Business, finance and administration occupations","Type of work, all types",65.0,
2960450,2015-04-01,Nunavut,1,"Business, finance and administration occupations",Full-time,55.0,
2973082,2015-04-01,Nunavut,2,Natural and applied sciences and related occupations,"Type of work, all types",10.0,
2973085,2015-04-01,Nunavut,2,Natural and applied sciences and related occupations,Full-time,10.0,
3015243,2015-04-01,Nunavut,6,Sales and service occupations,"Type of work, all types",145.0,
3015246,2015-04-01,Nunavut,6,Sales and service occupations,Full-time,120.0,
3068576,2015-07-01,Canada,101,"Total, all occupations","Type of work, all types",409650.0,
3068579,2015-07-01,Canada,101,"Total, all occupations",Full-time,271910.0,
3068582,2015-07-01,Canada,101,"Total, all occupations",Part-time,137745.0,
3068709,2015-07-01,Canada,0,Legislative and senior management occupations,"Type of work, all types",865.0,
3068712,2015-07-01,Canada,0,Legislative and senior management occupations,Full-time,805.0,
3070039,2015-07-01,Canada,1,"Business, finance and administration occupations","Type of work, all types",46010.0,
3070042,2015-07-01,Canada,1,"Business, finance and administration occupations",Full-time,37915.0,
3070045,2015-07-01,Canada,1,"Business, finance and administration occupations",Part-time,8090.0,
3082674,2015-07-01,Canada,2,Natural and applied sciences and related occupations,"Type of work, all types",26245.0,
3082677,2015-07-01,Canada,2,Natural and applied sciences and related occupations,Full-time,25165.0,
3082680,2015-07-01,Canada,2,Natural and applied sciences and related occupations,Part-time,1075.0,
3095575,2015-07-01,Canada,3,Health occupations,"Type of work, all types",22080.0,
3095578,2015-07-01,Canada,3,Health occupations,Full-time,9575.0,
3095581,2015-07-01,Canada,3,Health occupations,Part-time,12500.0,
3104353,2015-07-01,Canada,4,"Occupations in education, law and social, community and government services","Type of work, all types",20165.0,
3104356,2015-07-01,Canada,4,"Occupations in education, law and social, community and government services",Full-time,11590.0,
3104359,2015-07-01,Canada,4,"Occupations in education, law and social, community and government services",Part-time,8570.0,
3116323,2015-07-01,Canada,5,"Occupations in art, culture, recreation and sport","Type of work, all types",7040.0,
3116326,2015-07-01,Canada,5,"Occupations in art, culture, recreation and sport",Full-time,4145.0,
3116329,2015-07-01,Canada,5,"Occupations in art, culture, recreation and sport",Part-time,2895.0,
3124835,2015-07-01,Canada,6,Sales and service occupations,"Type of work, all types",173885.0,
3124838,2015-07-01,Canada,6,Sales and service occupations,Full-time,85840.0,
3124841,2015-07-01,Canada,6,Sales and service occupations,Part-time,88045.0,
3138800,2015-07-01,Canada,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",65150.0,
3138803,2015-07-01,Canada,7,"Trades, transport and equipment operators and related occupations",Full-time,56550.0,
