ref_date,geo,noc_code,noc_desc,job_char,total_vacancies,sentiment_score,predicted_total_vacancies
2019-10-01,Yukon,101,"Total, all occupations","Type of work, all types",910.0,1.826354,
2020-01-01,Alberta,1,"Business, finance and administration occupations",Full-time,5755.0,1.826354,
2020-01-01,Alberta,1,"Business, finance and administration occupations",Part-time,690.0,1.826354,
2020-01-01,Alberta,1,"Business, finance and administration occupations","Type of work, all types",6440.0,1.826354,
2020-01-01,Alberta,2,Natural and applied sciences and related occupations,Full-time,4115.0,1.826354,
2020-01-01,Alberta,2,Natural and applied sciences and related occupations,"Type of work, all types",4255.0,1.826354,
2020-01-01,Alberta,3,Health occupations,Full-time,905.0,1.826354,
2020-01-01,Alberta,3,Health occupations,Part-time,760.0,1.826354,
2020-01-01,Alberta,3,Health occupations,"Type of work, all types",1670.0,1.826354,
2020-01-01,Alberta,4,"Occupations in education, law and social, community and government services",Full-time,2035.0,1.826354,
2020-01-01,Alberta,4,"Occupations in education, law and social, community and government services",Part-time,925.0,1.826354,
2020-01-01,Alberta,4,"Occupations in education, law and social, community and government services","Type of work, all types",2960.0,1.826354,
2020-01-01,Alberta,5,"Occupations in art, culture, recreation and sport",Full-time,335.0,1.826354,
2020-01-01,Alberta,5,"Occupations in art, culture, recreation and sport",Part-time,285.0,1.826354,
2020-01-01,Alberta,5,"Occupations in art, culture, recreation and sport","Type of work, all types",620.0,1.826354,
2020-01-01,Alberta,6,Sales and service occupations,Full-time,11425.0,1.826354,
2020-01-01,Alberta,6,Sales and service occupations,Part-time,5345.0,1.826354,
2020-01-01,Alberta,6,Sales and service occupations,"Type of work, all types",16765.0,1.826354,
2020-01-01,Alberta,7,"Trades, transport and equipment operators and related occupations",Full-time,11600.0,1.826354,
2020-01-01,Alberta,7,"Trades, transport and equipment operators and related occupations",Part-time,780.0,1.826354,
2020-01-01,Alberta,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",12380.0,1.826354,
2020-01-01,Alberta,8,"Natural resources, agriculture and related production occupations",Full-time,2060.0,1.826354,
2020-01-01,Alberta,8,"Natural resources, agriculture and related production occupations","Type of work, all types",2225.0,1.826354,
2020-01-01,Alberta,9,Occupations in manufacturing and utilities,Full-time,1005.0,1.826354,
2020-01-01,Alberta,9,Occupations in manufacturing and utilities,"Type of work, all types",1035.0,1.826354,
2020-01-01,Alberta,101,"Total, all occupations",Full-time,39310.0,1.826354,
2020-01-01,Alberta,101,"Total, all occupations",Part-time,9125.0,1.826354,
2020-01-01,Alberta,101,"Total, all occupations","Type of work, all types",48435.0,1.826354,
2020-01-01,British Columbia,1,"Business, finance and administration occupations",Full-time,7735.0,1.826354,
2020-01-01,British Columbia,1,"Business, finance and administration occupations",Part-time,1710.0,1.826354,
2020-01-01,British Columbia,1,"Business, finance and administration occupations","Type of work, all types",9445.0,1.826354,
2020-01-01,British Columbia,2,Natural and applied sciences and related occupations,Full-time,6930.0,1.826354,
2020-01-01,British Columbia,2,Natural and applied sciences and related occupations,"Type of work, all types",7205.0,1.826354,
2020-01-01,British Columbia,3,Health occupations,Full-time,3320.0,1.826354,
2020-01-01,British Columbia,3,Health occupations,Part-time,3955.0,1.826354,
2020-01-01,British Columbia,3,Health occupations,"Type of work, all types",7275.0,1.826354,
2020-01-01,British Columbia,4,"Occupations in education, law and social, community and government services",Full-time,3560.0,1.826354,
2020-01-01,British Columbia,4,"Occupations in education, law and social, community and government services",Part-time,3580.0,1.826354,
2020-01-01,British Columbia,4,"Occupations in education, law and social, community and government services","Type of work, all types",7140.0,1.826354,
2020-01-01,British Columbia,5,"Occupations in art, culture, recreation and sport",Full-time,1815.0,1.826354,
2020-01-01,British Columbia,5,"Occupations in art, culture, recreation and sport",Part-time,810.0,1.826354,
2020-01-01,British Columbia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",2625.0,1.826354,
2020-01-01,British Columbia,6,Sales and service occupations,Full-time,20375.0,1.826354,
2020-01-01,British Columbia,6,Sales and service occupations,Part-time,12640.0,1.826354,
2020-01-01,British Columbia,6,Sales and service occupations,"Type of work, all types",33015.0,1.826354,
2020-01-01,British Columbia,7,"Trades, transport and equipment operators and related occupations",Full-time,17970.0,1.826354,
2020-01-01,British Columbia,7,"Trades, transport and equipment operators and related occupations",Part-time,1360.0,1.826354,
2020-01-01,British Columbia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",19330.0,1.826354,
2020-01-01,British Columbia,8,"Natural resources, agriculture and related production occupations",Full-time,3900.0,1.826354,
2020-01-01,British Columbia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",4045.0,1.826354,
2020-01-01,British Columbia,9,Occupations in manufacturing and utilities,Full-time,2825.0,1.826354,
2020-01-01,British Columbia,9,Occupations in manufacturing and utilities,"Type of work, all types",2985.0,1.826354,
2020-01-01,British Columbia,101,"Total, all occupations",Full-time,68715.0,1.826354,
2020-01-01,British Columbia,101,"Total, all occupations",Part-time,24650.0,1.826354,
2020-01-01,British Columbia,101,"Total, all occupations","Type of work, all types",93360.0,1.826354,
2020-01-01,Canada,0,Legislative and senior management occupations,Full-time,1035.0,1.826354,
2020-01-01,Canada,0,Legislative and senior management occupations,"Type of work, all types",1050.0,1.826354,
2020-01-01,Canada,1,"Business, finance and administration occupations",Full-time,58270.0,1.826354,
2020-01-01,Canada,1,"Business, finance and administration occupations",Part-time,10605.0,1.826354,
2020-01-01,Canada,1,"Business, finance and administration occupations","Type of work, all types",68875.0,1.826354,
2020-01-01,Canada,2,Natural and applied sciences and related occupations,Full-time,46030.0,1.826354,
2020-01-01,Canada,2,Natural and applied sciences and related occupations,Part-time,1105.0,1.826354,
2020-01-01,Canada,2,Natural and applied sciences and related occupations,"Type of work, all types",47135.0,1.826354,
2020-01-01,Canada,3,Health occupations,Full-time,19960.0,1.826354,
2020-01-01,Canada,3,Health occupations,Part-time,25595.0,1.826354,
2020-01-01,Canada,3,Health occupations,"Type of work, all types",45550.0,1.826354,
2020-01-01,Canada,4,"Occupations in education, law and social, community and government services",Full-time,21855.0,1.826354,
2020-01-01,Canada,4,"Occupations in education, law and social, community and government services",Part-time,15175.0,1.826354,
2020-01-01,Canada,4,"Occupations in education, law and social, community and government services","Type of work, all types",37030.0,1.826354,
2020-01-01,Canada,5,"Occupations in art, culture, recreation and sport",Full-time,7805.0,1.826354,
2020-01-01,Canada,5,"Occupations in art, culture, recreation and sport",Part-time,4345.0,1.826354,
2020-01-01,Canada,5,"Occupations in art, culture, recreation and sport","Type of work, all types",12155.0,1.826354,
2020-01-01,Canada,6,Sales and service occupations,Full-time,103895.0,1.826354,
2020-01-01,Canada,6,Sales and service occupations,Part-time,63350.0,1.826354,
2020-01-01,Canada,6,Sales and service occupations,"Type of work, all types",167240.0,1.826354,
2020-01-01,Canada,7,"Trades, transport and equipment operators and related occupations",Full-time,83175.0,1.826354,
2020-01-01,Canada,7,"Trades, transport and equipment operators and related occupations",Part-time,9465.0,1.826354,
2020-01-01,Canada,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",92640.0,1.826354,
2020-01-01,Canada,8,"Natural resources, agriculture and related production occupations",Full-time,15385.0,1.826354,
2020-01-01,Canada,8,"Natural resources, agriculture and related production occupations",Part-time,1480.0,1.826354,
2020-01-01,Canada,8,"Natural resources, agriculture and related production occupations","Type of work, all types",16865.0,1.826354,
2020-01-01,Canada,9,Occupations in manufacturing and utilities,Full-time,24170.0,1.826354,
2020-01-01,Canada,9,Occupations in manufacturing and utilities,Part-time,1225.0,1.826354,
2020-01-01,Canada,9,Occupations in manufacturing and utilities,"Type of work, all types",25395.0,1.826354,
2020-01-01,Canada,101,"Total, all occupations",Full-time,382725.0,1.826354,
2020-01-01,Canada,101,"Total, all occupations",Part-time,132935.0,1.826354,
2020-01-01,Canada,101,"Total, all occupations","Type of work, all types",515660.0,1.826354,
2020-01-01,Manitoba,1,"Business, finance and administration occupations",Full-time,1325.0,1.826354,
2020-01-01,Manitoba,1,"Business, finance and administration occupations",Part-time,460.0,1.826354,
2020-01-01,Manitoba,1,"Business, finance and administration occupations","Type of work, all types",1790.0,1.826354,
2020-01-01,Manitoba,2,Natural and applied sciences and related occupations,Full-time,690.0,1.826354,
2020-01-01,Manitoba,2,Natural and applied sciences and related occupations,"Type of work, all types",730.0,1.826354,
2020-01-01,Manitoba,3,Health occupations,Full-time,2065.0,1.826354,
2020-01-01,Manitoba,3,Health occupations,Part-time,1670.0,1.826354,
2020-01-01,Manitoba,3,Health occupations,"Type of work, all types",3735.0,1.826354,
2020-01-01,Manitoba,4,"Occupations in education, law and social, community and government services",Full-time,815.0,1.826354,
2020-01-01,Manitoba,4,"Occupations in education, law and social, community and government services",Part-time,790.0,1.826354,
2020-01-01,Manitoba,4,"Occupations in education, law and social, community and government services","Type of work, all types",1600.0,1.826354,
2020-01-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Full-time,165.0,1.826354,
2020-01-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Part-time,290.0,1.826354,
2020-01-01,Manitoba,5,"Occupations in art, culture, recreation and sport","Type of work, all types",455.0,1.826354,
2020-01-01,Manitoba,6,Sales and service occupations,Full-time,2495.0,1.826354,
2020-01-01,Manitoba,6,Sales and service occupations,Part-time,2485.0,1.826354,
2020-01-01,Manitoba,6,Sales and service occupations,"Type of work, all types",4980.0,1.826354,
2020-01-01,Manitoba,7,"Trades, transport and equipment operators and related occupations",Full-time,3015.0,1.826354,
2020-01-01,Manitoba,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",3440.0,1.826354,
2020-01-01,Manitoba,8,"Natural resources, agriculture and related production occupations",Full-time,230.0,1.826354,
2020-01-01,Manitoba,9,Occupations in manufacturing and utilities,Full-time,430.0,1.826354,
2020-01-01,Manitoba,9,Occupations in manufacturing and utilities,"Type of work, all types",445.0,1.826354,
2020-01-01,Manitoba,101,"Total, all occupations",Full-time,11260.0,1.826354,
2020-01-01,Manitoba,101,"Total, all occupations",Part-time,6210.0,1.826354,
2020-01-01,Manitoba,101,"Total, all occupations","Type of work, all types",17470.0,1.826354,
2020-01-01,New Brunswick,1,"Business, finance and administration occupations",Full-time,680.0,1.826354,
2020-01-01,New Brunswick,1,"Business, finance and administration occupations","Type of work, all types",870.0,1.826354,
2020-01-01,New Brunswick,2,Natural and applied sciences and related occupations,Full-time,440.0,1.826354,
2020-01-01,New Brunswick,2,Natural and applied sciences and related occupations,"Type of work, all types",445.0,1.826354,
2020-01-01,New Brunswick,3,Health occupations,Full-time,465.0,1.826354,
2020-01-01,New Brunswick,3,Health occupations,"Type of work, all types",770.0,1.826354,
2020-01-01,New Brunswick,4,"Occupations in education, law and social, community and government services",Full-time,765.0,1.826354,
2020-01-01,New Brunswick,4,"Occupations in education, law and social, community and government services",Part-time,325.0,1.826354,
2020-01-01,New Brunswick,4,"Occupations in education, law and social, community and government services","Type of work, all types",1090.0,1.826354,
2020-01-01,New Brunswick,6,Sales and service occupations,Full-time,2350.0,1.826354,
2020-01-01,New Brunswick,6,Sales and service occupations,Part-time,1225.0,1.826354,
2020-01-01,New Brunswick,6,Sales and service occupations,"Type of work, all types",3580.0,1.826354,
2020-01-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations",Full-time,1065.0,1.826354,
2020-01-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",1155.0,1.826354,
2020-01-01,New Brunswick,9,Occupations in manufacturing and utilities,Full-time,755.0,1.826354,
2020-01-01,New Brunswick,9,Occupations in manufacturing and utilities,"Type of work, all types",790.0,1.826354,
2020-01-01,New Brunswick,101,"Total, all occupations",Full-time,6825.0,1.826354,
2020-01-01,New Brunswick,101,"Total, all occupations",Part-time,2210.0,1.826354,
2020-01-01,New Brunswick,101,"Total, all occupations","Type of work, all types",9035.0,1.826354,
2020-01-01,Newfoundland and Labrador,1,"Business, finance and administration occupations",Full-time,365.0,1.826354,
2020-01-01,Newfoundland and Labrador,1,"Business, finance and administration occupations",Part-time,75.0,1.826354,
2020-01-01,Newfoundland and Labrador,1,"Business, finance and administration occupations","Type of work, all types",440.0,1.826354,
2020-01-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,Full-time,245.0,1.826354,
2020-01-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,"Type of work, all types",245.0,1.826354,
2020-01-01,Newfoundland and Labrador,3,Health occupations,Full-time,400.0,1.826354,
2020-01-01,Newfoundland and Labrador,3,Health occupations,Part-time,370.0,1.826354,
2020-01-01,Newfoundland and Labrador,3,Health occupations,"Type of work, all types",770.0,1.826354,
2020-01-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Full-time,145.0,1.826354,
2020-01-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Part-time,75.0,1.826354,
2020-01-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services","Type of work, all types",220.0,1.826354,
2020-01-01,Newfoundland and Labrador,6,Sales and service occupations,Full-time,1310.0,1.826354,
2020-01-01,Newfoundland and Labrador,6,Sales and service occupations,Part-time,755.0,1.826354,
2020-01-01,Newfoundland and Labrador,6,Sales and service occupations,"Type of work, all types",2060.0,1.826354,
2020-01-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations",Full-time,425.0,1.826354,
2020-01-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",445.0,1.826354,
2020-01-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,Full-time,50.0,1.826354,
2020-01-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,"Type of work, all types",60.0,1.826354,
2020-01-01,Newfoundland and Labrador,101,"Total, all occupations",Full-time,3045.0,1.826354,
2020-01-01,Newfoundland and Labrador,101,"Total, all occupations",Part-time,1335.0,1.826354,
2020-01-01,Newfoundland and Labrador,101,"Total, all occupations","Type of work, all types",4385.0,1.826354,
2020-01-01,Northwest Territories,4,"Occupations in education, law and social, community and government services","Type of work, all types",65.0,1.826354,
2020-01-01,Northwest Territories,6,Sales and service occupations,Full-time,95.0,1.826354,
2020-01-01,Northwest Territories,6,Sales and service occupations,"Type of work, all types",130.0,1.826354,
2020-01-01,Northwest Territories,101,"Total, all occupations",Full-time,350.0,1.826354,
2020-01-01,Northwest Territories,101,"Total, all occupations",Part-time,85.0,1.826354,
2020-01-01,Northwest Territories,101,"Total, all occupations","Type of work, all types",435.0,1.826354,
2020-01-01,Nova Scotia,1,"Business, finance and administration occupations",Full-time,785.0,1.826354,
2020-01-01,Nova Scotia,1,"Business, finance and administration occupations",Part-time,200.0,1.826354,
2020-01-01,Nova Scotia,1,"Business, finance and administration occupations","Type of work, all types",990.0,1.826354,
2020-01-01,Nova Scotia,2,Natural and applied sciences and related occupations,Full-time,590.0,1.826354,
2020-01-01,Nova Scotia,2,Natural and applied sciences and related occupations,"Type of work, all types",610.0,1.826354,
2020-01-01,Nova Scotia,3,Health occupations,Full-time,595.0,1.826354,
2020-01-01,Nova Scotia,3,Health occupations,Part-time,555.0,1.826354,
2020-01-01,Nova Scotia,3,Health occupations,"Type of work, all types",1150.0,1.826354,
2020-01-01,Nova Scotia,4,"Occupations in education, law and social, community and government services",Full-time,915.0,1.826354,
2020-01-01,Nova Scotia,4,"Occupations in education, law and social, community and government services",Part-time,310.0,1.826354,
2020-01-01,Nova Scotia,4,"Occupations in education, law and social, community and government services","Type of work, all types",1220.0,1.826354,
2020-01-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport",Full-time,95.0,1.826354,
2020-01-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",115.0,1.826354,
2020-01-01,Nova Scotia,6,Sales and service occupations,Full-time,2250.0,1.826354,
2020-01-01,Nova Scotia,6,Sales and service occupations,Part-time,1460.0,1.826354,
2020-01-01,Nova Scotia,6,Sales and service occupations,"Type of work, all types",3710.0,1.826354,
2020-01-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations",Full-time,1150.0,1.826354,
2020-01-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations",Part-time,270.0,1.826354,
2020-01-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",1420.0,1.826354,
2020-01-01,Nova Scotia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",225.0,1.826354,
2020-01-01,Nova Scotia,9,Occupations in manufacturing and utilities,Full-time,705.0,1.826354,
2020-01-01,Nova Scotia,9,Occupations in manufacturing and utilities,"Type of work, all types",715.0,1.826354,
2020-01-01,Nova Scotia,101,"Total, all occupations",Full-time,7270.0,1.826354,
2020-01-01,Nova Scotia,101,"Total, all occupations",Part-time,2895.0,1.826354,
2020-01-01,Nova Scotia,101,"Total, all occupations","Type of work, all types",10170.0,1.826354,
2020-01-01,Nunavut,1,"Business, finance and administration occupations",Full-time,65.0,1.826354,
2020-01-01,Nunavut,1,"Business, finance and administration occupations","Type of work, all types",70.0,1.826354,
2020-01-01,Nunavut,2,Natural and applied sciences and related occupations,Full-time,45.0,1.826354,
2020-01-01,Nunavut,2,Natural and applied sciences and related occupations,Part-time,0.0,1.826354,
2020-01-01,Nunavut,2,Natural and applied sciences and related occupations,"Type of work, all types",50.0,1.826354,
2020-01-01,Nunavut,6,Sales and service occupations,Full-time,80.0,1.826354,
2020-01-01,Nunavut,6,Sales and service occupations,"Type of work, all types",105.0,1.826354,
2020-01-01,Nunavut,7,"Trades, transport and equipment operators and related occupations",Full-time,90.0,1.826354,
2020-01-01,Nunavut,7,"Trades, transport and equipment operators and related occupations",Part-time,0.0,1.826354,
2020-01-01,Nunavut,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",90.0,1.826354,
2020-01-01,Nunavut,101,"Total, all occupations",Full-time,380.0,1.826354,
2020-01-01,Nunavut,101,"Total, all occupations","Type of work, all types",425.0,1.826354,
2020-01-01,Ontario,0,Legislative and senior management occupations,Full-time,565.0,1.826354,
2020-01-01,Ontario,0,Legislative and senior management occupations,"Type of work, all types",565.0,1.826354,
2020-01-01,Ontario,1,"Business, finance and administration occupations",Full-time,25750.0,1.826354,
2020-01-01,Ontario,1,"Business, finance and administration occupations",Part-time,4755.0,1.826354,
2020-01-01,Ontario,1,"Business, finance and administration occupations","Type of work, all types",30505.0,1.826354,
2020-01-01,Ontario,2,Natural and applied sciences and related occupations,Full-time,18110.0,1.826354,
2020-01-01,Ontario,2,Natural and applied sciences and related occupations,"Type of work, all types",18375.0,1.826354,
2020-01-01,Ontario,3,Health occupations,Full-time,5745.0,1.826354,
2020-01-01,Ontario,3,Health occupations,Part-time,10055.0,1.826354,
2020-01-01,Ontario,3,Health occupations,"Type of work, all types",15805.0,1.826354,
2020-01-01,Ontario,4,"Occupations in education, law and social, community and government services",Full-time,7880.0,1.826354,
2020-01-01,Ontario,4,"Occupations in education, law and social, community and government services",Part-time,6300.0,1.826354,
2020-01-01,Ontario,4,"Occupations in education, law and social, community and government services","Type of work, all types",14180.0,1.826354,
2020-01-01,Ontario,5,"Occupations in art, culture, recreation and sport",Full-time,2565.0,1.826354,
2020-01-01,Ontario,5,"Occupations in art, culture, recreation and sport",Part-time,1765.0,1.826354,
2020-01-01,Ontario,5,"Occupations in art, culture, recreation and sport","Type of work, all types",4330.0,1.826354,
2020-01-01,Ontario,6,Sales and service occupations,Full-time,35395.0,1.826354,
2020-01-01,Ontario,6,Sales and service occupations,Part-time,23090.0,1.826354,
2020-01-01,Ontario,6,Sales and service occupations,"Type of work, all types",58485.0,1.826354,
2020-01-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Full-time,25445.0,1.826354,
2020-01-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Part-time,3885.0,1.826354,
2020-01-01,Ontario,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",29330.0,1.826354,
2020-01-01,Ontario,8,"Natural resources, agriculture and related production occupations",Full-time,5100.0,1.826354,
2020-01-01,Ontario,8,"Natural resources, agriculture and related production occupations",Part-time,705.0,1.826354,
2020-01-01,Ontario,8,"Natural resources, agriculture and related production occupations","Type of work, all types",5810.0,1.826354,
2020-01-01,Ontario,9,Occupations in manufacturing and utilities,Full-time,9410.0,1.826354,
2020-01-01,Ontario,9,Occupations in manufacturing and utilities,"Type of work, all types",10085.0,1.826354,
2020-01-01,Ontario,101,"Total, all occupations",Full-time,136315.0,1.826354,
2020-01-01,Ontario,101,"Total, all occupations",Part-time,51705.0,1.826354,
2020-01-01,Ontario,101,"Total, all occupations","Type of work, all types",188020.0,1.826354,
2020-01-01,Prince Edward Island,1,"Business, finance and administration occupations",Full-time,35.0,1.826354,
2020-01-01,Prince Edward Island,1,"Business, finance and administration occupations","Type of work, all types",40.0,1.826354,
2020-01-01,Prince Edward Island,2,Natural and applied sciences and related occupations,Full-time,85.0,1.826354,
2020-01-01,Prince Edward Island,2,Natural and applied sciences and related occupations,"Type of work, all types",85.0,1.826354,
2020-01-01,Prince Edward Island,4,"Occupations in education, law and social, community and government services",Part-time,40.0,1.826354,
2020-01-01,Prince Edward Island,4,"Occupations in education, law and social, community and government services","Type of work, all types",120.0,1.826354,
2020-01-01,Prince Edward Island,6,Sales and service occupations,Full-time,280.0,1.826354,
2020-01-01,Prince Edward Island,6,Sales and service occupations,"Type of work, all types",455.0,1.826354,
2020-01-01,Prince Edward Island,101,"Total, all occupations",Full-time,1295.0,1.826354,
2020-01-01,Prince Edward Island,101,"Total, all occupations",Part-time,390.0,1.826354,
2020-01-01,Prince Edward Island,101,"Total, all occupations","Type of work, all types",1685.0,1.826354,
2020-01-01,Quebec,0,Legislative and senior management occupations,Full-time,130.0,1.826354,
2020-01-01,Quebec,0,Legislative and senior management occupations,"Type of work, all types",130.0,1.826354,
2020-01-01,Quebec,1,"Business, finance and administration occupations",Full-time,14550.0,1.826354,
2020-01-01,Quebec,1,"Business, finance and administration occupations",Part-time,2345.0,1.826354,
2020-01-01,Quebec,1,"Business, finance and administration occupations","Type of work, all types",16895.0,1.826354,
2020-01-01,Quebec,2,Natural and applied sciences and related occupations,Full-time,14140.0,1.826354,
2020-01-01,Quebec,2,Natural and applied sciences and related occupations,Part-time,340.0,1.826354,
2020-01-01,Quebec,2,Natural and applied sciences and related occupations,"Type of work, all types",14480.0,1.826354,
2020-01-01,Quebec,3,Health occupations,Full-time,5915.0,1.826354,
2020-01-01,Quebec,3,Health occupations,Part-time,7565.0,1.826354,
2020-01-01,Quebec,3,Health occupations,"Type of work, all types",13480.0,1.826354,
2020-01-01,Quebec,4,"Occupations in education, law and social, community and government services",Full-time,5125.0,1.826354,
2020-01-01,Quebec,4,"Occupations in education, law and social, community and government services",Part-time,2425.0,1.826354,
2020-01-01,Quebec,4,"Occupations in education, law and social, community and government services","Type of work, all types",7550.0,1.826354,
2020-01-01,Quebec,5,"Occupations in art, culture, recreation and sport",Full-time,2555.0,1.826354,
2020-01-01,Quebec,5,"Occupations in art, culture, recreation and sport",Part-time,910.0,1.826354,
2020-01-01,Quebec,5,"Occupations in art, culture, recreation and sport","Type of work, all types",3465.0,1.826354,
2020-01-01,Quebec,6,Sales and service occupations,Full-time,24810.0,1.826354,
2020-01-01,Quebec,6,Sales and service occupations,Part-time,14075.0,1.826354,
2020-01-01,Quebec,6,Sales and service occupations,"Type of work, all types",38885.0,1.826354,
2020-01-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Full-time,20065.0,1.826354,
2020-01-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Part-time,2280.0,1.826354,
2020-01-01,Quebec,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",22345.0,1.826354,
2020-01-01,Quebec,8,"Natural resources, agriculture and related production occupations",Full-time,2485.0,1.826354,
2020-01-01,Quebec,8,"Natural resources, agriculture and related production occupations","Type of work, all types",2780.0,1.826354,
2020-01-01,Quebec,9,Occupations in manufacturing and utilities,Full-time,8580.0,1.826354,
2020-01-01,Quebec,9,Occupations in manufacturing and utilities,Part-time,250.0,1.826354,
2020-01-01,Quebec,9,Occupations in manufacturing and utilities,"Type of work, all types",8830.0,1.826354,
2020-01-01,Quebec,101,"Total, all occupations",Full-time,98950.0,1.826354,
2020-01-01,Quebec,101,"Total, all occupations",Part-time,30835.0,1.826354,
2020-01-01,Quebec,101,"Total, all occupations","Type of work, all types",129785.0,1.826354,
2020-01-01,Saskatchewan,1,"Business, finance and administration occupations",Full-time,1085.0,1.826354,
2020-01-01,Saskatchewan,1,"Business, finance and administration occupations",Part-time,135.0,1.826354,
2020-01-01,Saskatchewan,1,"Business, finance and administration occupations","Type of work, all types",1220.0,1.826354,
2020-01-01,Saskatchewan,2,Natural and applied sciences and related occupations,Full-time,555.0,1.826354,
2020-01-01,Saskatchewan,2,Natural and applied sciences and related occupations,"Type of work, all types",560.0,1.826354,
2020-01-01,Saskatchewan,3,Health occupations,Full-time,445.0,1.826354,
2020-01-01,Saskatchewan,3,Health occupations,Part-time,285.0,1.826354,
2020-01-01,Saskatchewan,3,Health occupations,"Type of work, all types",730.0,1.826354,
2020-01-01,Saskatchewan,4,"Occupations in education, law and social, community and government services",Full-time,355.0,1.826354,
2020-01-01,Saskatchewan,4,"Occupations in education, law and social, community and government services",Part-time,345.0,1.826354,
2020-01-01,Saskatchewan,4,"Occupations in education, law and social, community and government services","Type of work, all types",700.0,1.826354,
2020-01-01,Saskatchewan,5,"Occupations in art, culture, recreation and sport",Part-time,185.0,1.826354,
2020-01-01,Saskatchewan,5,"Occupations in art, culture, recreation and sport","Type of work, all types",255.0,1.826354,
2020-01-01,Saskatchewan,6,Sales and service occupations,Full-time,2785.0,1.826354,
2020-01-01,Saskatchewan,6,Sales and service occupations,Part-time,1875.0,1.826354,
2020-01-01,Saskatchewan,6,Sales and service occupations,"Type of work, all types",4660.0,1.826354,
2020-01-01,Saskatchewan,7,"Trades, transport and equipment operators and related occupations",Full-time,1765.0,1.826354,
2020-01-01,Saskatchewan,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2045.0,1.826354,
2020-01-01,Saskatchewan,8,"Natural resources, agriculture and related production occupations",Full-time,1015.0,1.826354,
2020-01-01,Saskatchewan,8,"Natural resources, agriculture and related production occupations","Type of work, all types",1080.0,1.826354,
2020-01-01,Saskatchewan,9,Occupations in manufacturing and utilities,Full-time,260.0,1.826354,
2020-01-01,Saskatchewan,9,Occupations in manufacturing and utilities,"Type of work, all types",295.0,1.826354,
2020-01-01,Saskatchewan,101,"Total, all occupations",Full-time,8405.0,1.826354,
2020-01-01,Saskatchewan,101,"Total, all occupations",Part-time,3205.0,1.826354,
2020-01-01,Saskatchewan,101,"Total, all occupations","Type of work, all types",11610.0,1.826354,
2020-01-01,Yukon,1,"Business, finance and administration occupations",Full-time,60.0,1.826354,
2020-01-01,Yukon,1,"Business, finance and administration occupations","Type of work, all types",90.0,1.826354,
2020-01-01,Yukon,5,"Occupations in art, culture, recreation and sport",Part-time,0.0,1.826354,
2020-01-01,Yukon,6,Sales and service occupations,Full-time,245.0,1.826354,
2020-01-01,Yukon,6,Sales and service occupations,"Type of work, all types",410.0,1.826354,
2020-01-01,Yukon,7,"Trades, transport and equipment operators and related occupations",Full-time,75.0,1.826354,
2020-01-01,Yukon,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",85.0,1.826354,
2020-01-01,Yukon,101,"Total, all occupations",Full-time,595.0,1.826354,
2020-01-01,Yukon,101,"Total, all occupations",Part-time,250.0,1.826354,
2020-01-01,Yukon,101,"Total, all occupations","Type of work, all types",850.0,1.826354,
2020-10-01,Alberta,1,"Business, finance and administration occupations",Full-time,3665.0,1.826354,
2020-10-01,Alberta,1,"Business, finance and administration occupations",Part-time,670.0,1.826354,
2020-10-01,Alberta,1,"Business, finance and administration occupations","Type of work, all types",4335.0,1.826354,
2020-10-01,Alberta,2,Natural and applied sciences and related occupations,Full-time,2960.0,1.826354,
