ref_date,geo,noc_code,noc_desc,job_char,total_vacancies,sentiment_score,predicted_total_vacancies
2023-01-01,British Columbia,8,"Natural resources, agriculture and related production occupations",Part-time,,0.0,0.0
2023-01-01,British Columbia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",3535.0,0.0,4754.321988078176
2023-01-01,British Columbia,9,Occupations in manufacturing and utilities,Full-time,3285.0,0.0,4670.9406975086495
2023-01-01,British Columbia,9,Occupations in manufacturing and utilities,Part-time,,0.0,-27.33345616664115
2023-01-01,British Columbia,9,Occupations in manufacturing and utilities,"Type of work, all types",3495.0,0.0,4806.497914687455
2023-01-01,British Columbia,101,"Total, all occupations",Full-time,93745.0,0.0,102117.14170211116
2023-01-01,British Columbia,101,"Total, all occupations",Part-time,29870.0,0.0,32684.78022243944
2023-01-01,British Columbia,101,"Total, all occupations","Type of work, all types",123615.0,0.0,135676.6465216916
2023-01-01,Canada,0,Legislative and senior management occupations,Full-time,1145.0,0.0,1618.6709023413694
2023-01-01,Canada,0,Legislative and senior management occupations,Part-time,,0.0,0.0006740197762492
2023-01-01,Canada,0,Legislative and senior management occupations,"Type of work, all types",1150.0,0.0,2155.5556063754752
2023-01-01,Canada,1,"Business, finance and administration occupations",Full-time,83800.0,0.0,95646.48569550652
2023-01-01,Canada,1,"Business, finance and administration occupations",Part-time,10670.0,0.0,17576.190479058052
2023-01-01,Canada,1,"Business, finance and administration occupations","Type of work, all types",94470.0,0.0,110920.08196299127
2023-01-01,Canada,2,Natural and applied sciences and related occupations,Full-time,59125.0,0.0,63976.71364620729
2023-01-01,Canada,2,Natural and applied sciences and related occupations,Part-time,1115.0,0.0,1908.381390149294
2023-01-01,Canada,2,Natural and applied sciences and related occupations,"Type of work, all types",60240.0,0.0,65664.4335025701
2023-01-01,Canada,3,Health occupations,Full-time,53655.0,0.0,61338.34101719201
2023-01-01,Canada,3,Health occupations,Part-time,40210.0,0.0,53435.10704945652
2023-01-01,Canada,3,Health occupations,"Type of work, all types",93865.0,0.0,125260.74920497095
2023-01-01,Canada,4,"Occupations in education, law and social, community and government services",Full-time,40895.0,0.0,41727.481600522384
2023-01-01,Canada,4,"Occupations in education, law and social, community and government services",Part-time,23950.0,0.0,29035.594186306604
2023-01-01,Canada,4,"Occupations in education, law and social, community and government services","Type of work, all types",64845.0,0.0,70914.75082677088
2023-01-01,Canada,5,"Occupations in art, culture, recreation and sport",Full-time,9865.0,0.0,10655.917437847642
2023-01-01,Canada,5,"Occupations in art, culture, recreation and sport",Part-time,5820.0,0.0,5587.315627408894
2023-01-01,Canada,5,"Occupations in art, culture, recreation and sport","Type of work, all types",15685.0,0.0,16703.230566034432
2023-01-01,Canada,6,Sales and service occupations,Full-time,152665.0,0.0,143344.39941823715
2023-01-01,Canada,6,Sales and service occupations,Part-time,91985.0,0.0,94700.02582364134
2023-01-01,Canada,6,Sales and service occupations,"Type of work, all types",244655.0,0.0,223710.68580946248
2023-01-01,Canada,7,"Trades, transport and equipment operators and related occupations",Full-time,140520.0,0.0,147259.52660395473
2023-01-01,Canada,7,"Trades, transport and equipment operators and related occupations",Part-time,12895.0,0.0,15088.113196093644
2023-01-01,Canada,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",153415.0,0.0,161771.23436297223
2023-01-01,Canada,8,"Natural resources, agriculture and related production occupations",Full-time,16290.0,0.0,17810.755670775197
2023-01-01,Canada,8,"Natural resources, agriculture and related production occupations",Part-time,1780.0,0.0,2613.1369719555914
2023-01-01,Canada,8,"Natural resources, agriculture and related production occupations","Type of work, all types",18070.0,0.0,20151.722737777083
2023-01-01,Canada,9,Occupations in manufacturing and utilities,Full-time,32725.0,0.0,41491.55439512178
2023-01-01,Canada,9,Occupations in manufacturing and utilities,Part-time,1755.0,0.0,859.7572441178027
2023-01-01,Canada,9,Occupations in manufacturing and utilities,"Type of work, all types",34475.0,0.0,42622.97824027442
2023-01-01,Canada,101,"Total, all occupations",Full-time,590990.0,0.0,619167.4515810262
2023-01-01,Canada,101,"Total, all occupations",Part-time,190260.0,0.0,214547.66686181008
2023-01-01,Canada,101,"Total, all occupations","Type of work, all types",781250.0,0.0,834032.1852483251
2023-01-01,Manitoba,0,Legislative and senior management occupations,Full-time,,0.0,-15.33710348056091
2023-01-01,Manitoba,0,Legislative and senior management occupations,Part-time,,0.0,0.0
2023-01-01,Manitoba,0,Legislative and senior management occupations,"Type of work, all types",,0.0,-15.33710348056091
2023-01-01,Manitoba,1,"Business, finance and administration occupations",Full-time,2640.0,0.0,2321.541355085506
2023-01-01,Manitoba,1,"Business, finance and administration occupations",Part-time,400.0,0.0,618.2817120769676
2023-01-01,Manitoba,1,"Business, finance and administration occupations","Type of work, all types",3040.0,0.0,2582.690804605393
2023-01-01,Manitoba,2,Natural and applied sciences and related occupations,Full-time,1180.0,0.0,1071.755252467273
2023-01-01,Manitoba,2,Natural and applied sciences and related occupations,Part-time,,0.0,0.0
2023-01-01,Manitoba,2,Natural and applied sciences and related occupations,"Type of work, all types",1300.0,0.0,1121.989711912598
2023-01-01,Manitoba,3,Health occupations,Full-time,2205.0,0.0,2720.9385389479075
2023-01-01,Manitoba,3,Health occupations,Part-time,2190.0,0.0,2198.520062578272
2023-01-01,Manitoba,3,Health occupations,"Type of work, all types",4395.0,0.0,5083.2182758612125
2023-01-01,Manitoba,4,"Occupations in education, law and social, community and government services",Full-time,1720.0,0.0,1236.959419496029
2023-01-01,Manitoba,4,"Occupations in education, law and social, community and government services",Part-time,1550.0,0.0,2013.75022974868
2023-01-01,Manitoba,4,"Occupations in education, law and social, community and government services","Type of work, all types",3270.0,0.0,2335.3461081348373
2023-01-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Full-time,275.0,0.0,322.71490782206564
2023-01-01,Manitoba,5,"Occupations in art, culture, recreation and sport",Part-time,180.0,0.0,278.680985115732
2023-01-01,Manitoba,5,"Occupations in art, culture, recreation and sport","Type of work, all types",460.0,0.0,519.9567867078188
2023-01-01,Manitoba,6,Sales and service occupations,Full-time,4455.0,0.0,3543.303533564052
2023-01-01,Manitoba,6,Sales and service occupations,Part-time,3100.0,0.0,2181.95315246998
2023-01-01,Manitoba,6,Sales and service occupations,"Type of work, all types",7555.0,0.0,5699.043998956405
2023-01-01,Manitoba,7,"Trades, transport and equipment operators and related occupations",Full-time,5935.0,0.0,5839.710098340031
2023-01-01,Manitoba,7,"Trades, transport and equipment operators and related occupations",Part-time,595.0,0.0,759.3412860970017
2023-01-01,Manitoba,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",6525.0,0.0,6690.52818982266
2023-01-01,Manitoba,8,"Natural resources, agriculture and related production occupations",Full-time,515.0,0.0,601.96001013829
2023-01-01,Manitoba,8,"Natural resources, agriculture and related production occupations","Type of work, all types",650.0,0.0,508.96096733321
2023-01-01,Manitoba,9,Occupations in manufacturing and utilities,Full-time,905.0,0.0,1241.3954533802444
2023-01-01,Manitoba,9,Occupations in manufacturing and utilities,Part-time,,0.0,0.0690999401428476
2023-01-01,Manitoba,9,Occupations in manufacturing and utilities,"Type of work, all types",925.0,0.0,1303.3445180458273
2023-01-01,Manitoba,101,"Total, all occupations",Full-time,19855.0,0.0,18792.802850043867
2023-01-01,Manitoba,101,"Total, all occupations",Part-time,8285.0,0.0,10201.93262724069
2023-01-01,Manitoba,101,"Total, all occupations","Type of work, all types",28135.0,0.0,28624.73602833021
2023-01-01,New Brunswick,0,Legislative and senior management occupations,Full-time,,0.0,0.0
2023-01-01,New Brunswick,0,Legislative and senior management occupations,"Type of work, all types",,0.0,0.0
2023-01-01,New Brunswick,1,"Business, finance and administration occupations",Full-time,955.0,0.0,827.1367732911885
2023-01-01,New Brunswick,1,"Business, finance and administration occupations",Part-time,105.0,0.0,159.52432727574745
2023-01-01,New Brunswick,1,"Business, finance and administration occupations","Type of work, all types",1060.0,0.0,777.8473630038181
2023-01-01,New Brunswick,2,Natural and applied sciences and related occupations,Full-time,555.0,0.0,718.6716552251813
2023-01-01,New Brunswick,2,Natural and applied sciences and related occupations,Part-time,,0.0,0.0
2023-01-01,New Brunswick,2,Natural and applied sciences and related occupations,"Type of work, all types",555.0,0.0,722.0494495593396
2023-01-01,New Brunswick,3,Health occupations,Full-time,,0.0,503.700497792855
2023-01-01,New Brunswick,3,Health occupations,Part-time,,0.0,551.9115230517845
2023-01-01,New Brunswick,3,Health occupations,"Type of work, all types",1735.0,0.0,992.3983448436778
2023-01-01,New Brunswick,4,"Occupations in education, law and social, community and government services",Full-time,725.0,0.0,519.5536497996816
2023-01-01,New Brunswick,4,"Occupations in education, law and social, community and government services",Part-time,295.0,0.0,1.758499984701075
2023-01-01,New Brunswick,4,"Occupations in education, law and social, community and government services","Type of work, all types",1020.0,0.0,1416.073881218822
2023-01-01,New Brunswick,5,"Occupations in art, culture, recreation and sport",Full-time,,0.0,-228.52359705731232
2023-01-01,New Brunswick,5,"Occupations in art, culture, recreation and sport",Part-time,,0.0,0.0
2023-01-01,New Brunswick,5,"Occupations in art, culture, recreation and sport","Type of work, all types",,0.0,394.7693480851425
2023-01-01,New Brunswick,6,Sales and service occupations,Full-time,3075.0,0.0,4096.777905344561
2023-01-01,New Brunswick,6,Sales and service occupations,Part-time,1330.0,0.0,1990.3595068572065
2023-01-01,New Brunswick,6,Sales and service occupations,"Type of work, all types",4405.0,0.0,6094.105714499464
2023-01-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations",Full-time,2180.0,0.0,2395.737715681804
2023-01-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations",Part-time,,0.0,20.59455974971021
2023-01-01,New Brunswick,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",2280.0,0.0,2612.694333366628
2023-01-01,New Brunswick,8,"Natural resources, agriculture and related production occupations",Full-time,,0.0,3825.917463508008
2023-01-01,New Brunswick,8,"Natural resources, agriculture and related production occupations","Type of work, all types",,0.0,2208.556510195778
2023-01-01,New Brunswick,9,Occupations in manufacturing and utilities,Full-time,905.0,0.0,1204.6941141685245
2023-01-01,New Brunswick,9,Occupations in manufacturing and utilities,Part-time,,0.0,-4.519581947848982e-06
2023-01-01,New Brunswick,9,Occupations in manufacturing and utilities,"Type of work, all types",975.0,0.0,305.9612516110525
2023-01-01,New Brunswick,101,"Total, all occupations",Full-time,9880.0,0.0,10158.36859928921
2023-01-01,New Brunswick,101,"Total, all occupations",Part-time,2680.0,0.0,3897.7453244196095
2023-01-01,New Brunswick,101,"Total, all occupations","Type of work, all types",12560.0,0.0,18602.498466200515
2023-01-01,Newfoundland and Labrador,1,"Business, finance and administration occupations",Full-time,710.0,0.0,415.04189703896816
2023-01-01,Newfoundland and Labrador,1,"Business, finance and administration occupations",Part-time,70.0,0.0,212.49314858890068
2023-01-01,Newfoundland and Labrador,1,"Business, finance and administration occupations","Type of work, all types",780.0,0.0,396.2697964613995
2023-01-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,Full-time,235.0,0.0,247.1486348396722
2023-01-01,Newfoundland and Labrador,2,Natural and applied sciences and related occupations,"Type of work, all types",240.0,0.0,247.7261549134902
2023-01-01,Newfoundland and Labrador,3,Health occupations,Full-time,810.0,0.0,-334.12846802189887
2023-01-01,Newfoundland and Labrador,3,Health occupations,Part-time,110.0,0.0,52.25714111200497
2023-01-01,Newfoundland and Labrador,3,Health occupations,"Type of work, all types",920.0,0.0,-371.9210875914974
2023-01-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Full-time,375.0,0.0,467.8585632823063
2023-01-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services",Part-time,,0.0,237.72389949087875
2023-01-01,Newfoundland and Labrador,4,"Occupations in education, law and social, community and government services","Type of work, all types",550.0,0.0,764.9156994847223
2023-01-01,Newfoundland and Labrador,5,"Occupations in art, culture, recreation and sport",Full-time,,0.0,-0.0005281708194253
2023-01-01,Newfoundland and Labrador,5,"Occupations in art, culture, recreation and sport",Part-time,,0.0,-1.1515146125018512e-05
2023-01-01,Newfoundland and Labrador,5,"Occupations in art, culture, recreation and sport","Type of work, all types",,0.0,0.0015358120333909
2023-01-01,Newfoundland and Labrador,6,Sales and service occupations,Full-time,1295.0,0.0,1289.4367308089977
2023-01-01,Newfoundland and Labrador,6,Sales and service occupations,Part-time,635.0,0.0,81.81414661880785
2023-01-01,Newfoundland and Labrador,6,Sales and service occupations,"Type of work, all types",1930.0,0.0,1736.562292584511
2023-01-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations",Full-time,1065.0,0.0,1247.2009011893806
2023-01-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations",Part-time,,0.0,72.34332074654183
2023-01-01,Newfoundland and Labrador,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",1115.0,0.0,1345.6696490272889
2023-01-01,Newfoundland and Labrador,8,"Natural resources, agriculture and related production occupations",Full-time,,0.0,-71.00704032867523
2023-01-01,Newfoundland and Labrador,8,"Natural resources, agriculture and related production occupations",Part-time,,0.0,0.0
2023-01-01,Newfoundland and Labrador,8,"Natural resources, agriculture and related production occupations","Type of work, all types",,0.0,-75.66542438059045
2023-01-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,Full-time,,0.0,2.126130638812654
2023-01-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,Part-time,,0.0,0.0
2023-01-01,Newfoundland and Labrador,9,Occupations in manufacturing and utilities,"Type of work, all types",,0.0,15.42746536620873
2023-01-01,Newfoundland and Labrador,101,"Total, all occupations",Full-time,4695.0,0.0,4573.29482864833
2023-01-01,Newfoundland and Labrador,101,"Total, all occupations",Part-time,1095.0,0.0,611.2441534066145
2023-01-01,Newfoundland and Labrador,101,"Total, all occupations","Type of work, all types",5795.0,0.0,6130.93806070244
2023-01-01,Northwest Territories,1,"Business, finance and administration occupations",Full-time,135.0,0.0,
2023-01-01,Northwest Territories,1,"Business, finance and administration occupations","Type of work, all types",150.0,0.0,
2023-01-01,Northwest Territories,6,Sales and service occupations,"Type of work, all types",280.0,0.0,
2023-01-01,Northwest Territories,101,"Total, all occupations",Full-time,1225.0,0.0,
2023-01-01,Northwest Territories,101,"Total, all occupations",Part-time,185.0,0.0,
2023-01-01,Northwest Territories,101,"Total, all occupations","Type of work, all types",1410.0,0.0,
2023-01-01,Nova Scotia,0,Legislative and senior management occupations,Full-time,,0.0,0.0
2023-01-01,Nova Scotia,0,Legislative and senior management occupations,Part-time,,0.0,0.0
2023-01-01,Nova Scotia,0,Legislative and senior management occupations,"Type of work, all types",,0.0,0.0
2023-01-01,Nova Scotia,1,"Business, finance and administration occupations",Full-time,1465.0,0.0,1329.394834037974
2023-01-01,Nova Scotia,1,"Business, finance and administration occupations",Part-time,155.0,0.0,233.02989935244543
2023-01-01,Nova Scotia,1,"Business, finance and administration occupations","Type of work, all types",1625.0,0.0,1572.1157102019988
2023-01-01,Nova Scotia,2,Natural and applied sciences and related occupations,Full-time,870.0,0.0,1063.976675605022
2023-01-01,Nova Scotia,2,Natural and applied sciences and related occupations,Part-time,,0.0,0.0
2023-01-01,Nova Scotia,2,Natural and applied sciences and related occupations,"Type of work, all types",885.0,0.0,1164.8533756206382
2023-01-01,Nova Scotia,3,Health occupations,Full-time,2050.0,0.0,2376.992681741171
2023-01-01,Nova Scotia,3,Health occupations,Part-time,1365.0,0.0,880.0770251391882
2023-01-01,Nova Scotia,3,Health occupations,"Type of work, all types",3415.0,0.0,3258.7157525235707
2023-01-01,Nova Scotia,4,"Occupations in education, law and social, community and government services",Full-time,1085.0,0.0,866.1379762399933
2023-01-01,Nova Scotia,4,"Occupations in education, law and social, community and government services",Part-time,660.0,0.0,1089.053540287382
2023-01-01,Nova Scotia,4,"Occupations in education, law and social, community and government services","Type of work, all types",1745.0,0.0,2649.770797686083
2023-01-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport",Full-time,,0.0,-3.0516635545696853
2023-01-01,Nova Scotia,5,"Occupations in art, culture, recreation and sport","Type of work, all types",,0.0,183.04746873699395
2023-01-01,Nova Scotia,6,Sales and service occupations,Full-time,3885.0,0.0,4323.043860347121
2023-01-01,Nova Scotia,6,Sales and service occupations,Part-time,2230.0,0.0,1753.090285964456
2023-01-01,Nova Scotia,6,Sales and service occupations,"Type of work, all types",6115.0,0.0,5879.231694498665
2023-01-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations",Full-time,3090.0,0.0,2840.601905290981
2023-01-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations",Part-time,240.0,0.0,172.67378179578978
2023-01-01,Nova Scotia,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",3330.0,0.0,3152.509601790766
2023-01-01,Nova Scotia,8,"Natural resources, agriculture and related production occupations",Full-time,,0.0,-37.93222930068083
2023-01-01,Nova Scotia,8,"Natural resources, agriculture and related production occupations","Type of work, all types",,0.0,427.3192669527362
2023-01-01,Nova Scotia,9,Occupations in manufacturing and utilities,Full-time,995.0,0.0,945.5541921340556
2023-01-01,Nova Scotia,9,Occupations in manufacturing and utilities,Part-time,,0.0,0.0
2023-01-01,Nova Scotia,9,Occupations in manufacturing and utilities,"Type of work, all types",1125.0,0.0,941.2587915906043
2023-01-01,Nova Scotia,101,"Total, all occupations",Full-time,13885.0,0.0,14658.623428577395
2023-01-01,Nova Scotia,101,"Total, all occupations",Part-time,4875.0,0.0,4976.718670021523
2023-01-01,Nova Scotia,101,"Total, all occupations","Type of work, all types",18760.0,0.0,19683.9148133372
2023-01-01,Nunavut,1,"Business, finance and administration occupations",Full-time,75.0,0.0,7.397762724896516
2023-01-01,Nunavut,1,"Business, finance and administration occupations",Part-time,,0.0,0.0
2023-01-01,Nunavut,1,"Business, finance and administration occupations","Type of work, all types",80.0,0.0,13.001739273477014
2023-01-01,Nunavut,2,Natural and applied sciences and related occupations,Full-time,,0.0,0.2453848282070814
2023-01-01,Nunavut,2,Natural and applied sciences and related occupations,Part-time,,0.0,0.0
2023-01-01,Nunavut,2,Natural and applied sciences and related occupations,"Type of work, all types",,0.0,0.0518177197811228
2023-01-01,Nunavut,4,"Occupations in education, law and social, community and government services",Full-time,,0.0,45.002841245654594
2023-01-01,Nunavut,4,"Occupations in education, law and social, community and government services",Part-time,,0.0,6.293671798357313e-05
2023-01-01,Nunavut,4,"Occupations in education, law and social, community and government services","Type of work, all types",,0.0,9.84088905735312
2023-01-01,Nunavut,6,Sales and service occupations,Full-time,225.0,0.0,2.8980444750519907
2023-01-01,Nunavut,6,Sales and service occupations,Part-time,,0.0,0.0
2023-01-01,Nunavut,6,Sales and service occupations,"Type of work, all types",260.0,0.0,-47.689065015106856
2023-01-01,Nunavut,7,"Trades, transport and equipment operators and related occupations",Full-time,60.0,0.0,7.962142451679227
2023-01-01,Nunavut,7,"Trades, transport and equipment operators and related occupations",Part-time,,0.0,-1.6050985510768485e-05
2023-01-01,Nunavut,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",,0.0,18.16743967211372
2023-01-01,Nunavut,8,"Natural resources, agriculture and related production occupations",Full-time,,0.0,0.0
2023-01-01,Nunavut,8,"Natural resources, agriculture and related production occupations","Type of work, all types",,0.0,0.0
2023-01-01,Nunavut,9,Occupations in manufacturing and utilities,Full-time,,0.0,0.0
2023-01-01,Nunavut,9,Occupations in manufacturing and utilities,"Type of work, all types",,0.0,0.0
2023-01-01,Nunavut,101,"Total, all occupations",Full-time,560.0,0.0,533.8649730199465
2023-01-01,Nunavut,101,"Total, all occupations",Part-time,,0.0,1.204846113777318
2023-01-01,Nunavut,101,"Total, all occupations","Type of work, all types",640.0,0.0,611.2648251935702
2023-01-01,Ontario,0,Legislative and senior management occupations,Full-time,540.0,0.0,1064.5376391709856
2023-01-01,Ontario,0,Legislative and senior management occupations,Part-time,,0.0,0.0
2023-01-01,Ontario,0,Legislative and senior management occupations,"Type of work, all types",540.0,0.0,1056.4389591101144
2023-01-01,Ontario,1,"Business, finance and administration occupations",Full-time,34600.0,0.0,39198.18818013607
2023-01-01,Ontario,1,"Business, finance and administration occupations",Part-time,5090.0,0.0,8005.193865969217
2023-01-01,Ontario,1,"Business, finance and administration occupations","Type of work, all types",39690.0,0.0,47170.87296672625
2023-01-01,Ontario,2,Natural and applied sciences and related occupations,Full-time,23840.0,0.0,27012.41289091712
2023-01-01,Ontario,2,Natural and applied sciences and related occupations,Part-time,445.0,0.0,824.5193380578087
2023-01-01,Ontario,2,Natural and applied sciences and related occupations,"Type of work, all types",24280.0,0.0,27624.84285918363
2023-01-01,Ontario,3,Health occupations,Full-time,19125.0,0.0,19478.31865826714
2023-01-01,Ontario,3,Health occupations,Part-time,19945.0,0.0,19917.15328478547
2023-01-01,Ontario,3,Health occupations,"Type of work, all types",39065.0,0.0,38881.4059496524
2023-01-01,Ontario,4,"Occupations in education, law and social, community and government services",Full-time,13505.0,0.0,15698.802552521438
2023-01-01,Ontario,4,"Occupations in education, law and social, community and government services",Part-time,9640.0,0.0,13911.685577508151
2023-01-01,Ontario,4,"Occupations in education, law and social, community and government services","Type of work, all types",23145.0,0.0,28111.72816791757
2023-01-01,Ontario,5,"Occupations in art, culture, recreation and sport",Full-time,3060.0,0.0,3908.1340323104223
2023-01-01,Ontario,5,"Occupations in art, culture, recreation and sport",Part-time,2630.0,0.0,2553.1548154362818
2023-01-01,Ontario,5,"Occupations in art, culture, recreation and sport","Type of work, all types",5690.0,0.0,6577.434675845329
2023-01-01,Ontario,6,Sales and service occupations,Full-time,48125.0,0.0,47057.95720539888
2023-01-01,Ontario,6,Sales and service occupations,Part-time,34640.0,0.0,37866.42949501839
2023-01-01,Ontario,6,Sales and service occupations,"Type of work, all types",82765.0,0.0,78644.84758568452
2023-01-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Full-time,42950.0,0.0,47184.40733730983
2023-01-01,Ontario,7,"Trades, transport and equipment operators and related occupations",Part-time,4005.0,0.0,7323.957992396457
2023-01-01,Ontario,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",46955.0,0.0,52453.78096396563
2023-01-01,Ontario,8,"Natural resources, agriculture and related production occupations",Full-time,5535.0,0.0,5619.446943592
2023-01-01,Ontario,8,"Natural resources, agriculture and related production occupations",Part-time,735.0,0.0,1327.1245970463392
2023-01-01,Ontario,8,"Natural resources, agriculture and related production occupations","Type of work, all types",6270.0,0.0,6653.1284252021305
2023-01-01,Ontario,9,Occupations in manufacturing and utilities,Full-time,10985.0,0.0,15257.97216888904
2023-01-01,Ontario,9,Occupations in manufacturing and utilities,Part-time,325.0,0.0,1456.7607987585466
2023-01-01,Ontario,9,Occupations in manufacturing and utilities,"Type of work, all types",11310.0,0.0,15843.763528927337
2023-01-01,Ontario,101,"Total, all occupations",Full-time,202275.0,0.0,219760.22935303283
2023-01-01,Ontario,101,"Total, all occupations",Part-time,77485.0,0.0,90529.57610761432
2023-01-01,Ontario,101,"Total, all occupations","Type of work, all types",279760.0,0.0,308477.2215669646
2023-01-01,Prince Edward Island,1,"Business, finance and administration occupations",Full-time,110.0,0.0,237.95921646826935
2023-01-01,Prince Edward Island,1,"Business, finance and administration occupations",Part-time,,0.0,0.0
2023-01-01,Prince Edward Island,1,"Business, finance and administration occupations","Type of work, all types",125.0,0.0,255.49942071875495
2023-01-01,Prince Edward Island,2,Natural and applied sciences and related occupations,Full-time,,0.0,-6.081800724446111
2023-01-01,Prince Edward Island,2,Natural and applied sciences and related occupations,Part-time,,0.0,-2.281928928500889e-06
2023-01-01,Prince Edward Island,2,Natural and applied sciences and related occupations,"Type of work, all types",,0.0,224.714666891832
2023-01-01,Prince Edward Island,3,Health occupations,Full-time,315.0,0.0,1.4258230893960396e-08
2023-01-01,Prince Edward Island,3,Health occupations,Part-time,300.0,0.0,0.0
2023-01-01,Prince Edward Island,3,Health occupations,"Type of work, all types",615.0,0.0,-130.45454545454518
2023-01-01,Prince Edward Island,4,"Occupations in education, law and social, community and government services",Full-time,,0.0,194.04753712737784
2023-01-01,Prince Edward Island,4,"Occupations in education, law and social, community and government services",Part-time,140.0,0.0,178.22820081545203
2023-01-01,Prince Edward Island,4,"Occupations in education, law and social, community and government services","Type of work, all types",350.0,0.0,241.0395868829833
2023-01-01,Prince Edward Island,6,Sales and service occupations,Full-time,650.0,0.0,471.4181167201695
2023-01-01,Prince Edward Island,6,Sales and service occupations,Part-time,305.0,0.0,350.50108393235433
2023-01-01,Prince Edward Island,6,Sales and service occupations,"Type of work, all types",955.0,0.0,495.3830836630314
2023-01-01,Prince Edward Island,7,"Trades, transport and equipment operators and related occupations",Full-time,545.0,0.0,692.6465267717035
2023-01-01,Prince Edward Island,7,"Trades, transport and equipment operators and related occupations",Part-time,35.0,0.0,13.333333333333336
2023-01-01,Prince Edward Island,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",575.0,0.0,692.3315156530787
2023-01-01,Prince Edward Island,9,Occupations in manufacturing and utilities,Full-time,150.0,0.0,-71.85971189820407
2023-01-01,Prince Edward Island,9,Occupations in manufacturing and utilities,Part-time,,0.0,0.0
2023-01-01,Prince Edward Island,9,Occupations in manufacturing and utilities,"Type of work, all types",160.0,0.0,74.25168244784658
2023-01-01,Prince Edward Island,101,"Total, all occupations",Full-time,2200.0,0.0,2056.101144234818
2023-01-01,Prince Edward Island,101,"Total, all occupations",Part-time,810.0,0.0,934.0566731169394
2023-01-01,Prince Edward Island,101,"Total, all occupations","Type of work, all types",3010.0,0.0,2899.9272430546557
2023-01-01,Quebec,0,Legislative and senior management occupations,Full-time,,0.0,157.54527506210084
2023-01-01,Quebec,0,Legislative and senior management occupations,Part-time,,0.0,0.0
2023-01-01,Quebec,0,Legislative and senior management occupations,"Type of work, all types",,0.0,164.2802211383198
2023-01-01,Quebec,1,"Business, finance and administration occupations",Full-time,22395.0,0.0,25626.051949899826
2023-01-01,Quebec,1,"Business, finance and administration occupations",Part-time,2205.0,0.0,3463.740523594824
2023-01-01,Quebec,1,"Business, finance and administration occupations","Type of work, all types",24600.0,0.0,28192.28573941169
2023-01-01,Quebec,2,Natural and applied sciences and related occupations,Full-time,17245.0,0.0,17236.544877851797
2023-01-01,Quebec,2,Natural and applied sciences and related occupations,Part-time,185.0,0.0,172.71682659283755
2023-01-01,Quebec,2,Natural and applied sciences and related occupations,"Type of work, all types",17425.0,0.0,17640.74387361954
2023-01-01,Quebec,3,Health occupations,Full-time,18480.0,0.0,24395.467036096496
2023-01-01,Quebec,3,Health occupations,Part-time,7735.0,0.0,10938.068978166675
2023-01-01,Quebec,3,Health occupations,"Type of work, all types",26215.0,0.0,35074.81215290924
2023-01-01,Quebec,4,"Occupations in education, law and social, community and government services",Full-time,10690.0,0.0,9308.644118652
2023-01-01,Quebec,4,"Occupations in education, law and social, community and government services",Part-time,4005.0,0.0,3479.782601267665
2023-01-01,Quebec,4,"Occupations in education, law and social, community and government services","Type of work, all types",14695.0,0.0,13829.845484421963
2023-01-01,Quebec,5,"Occupations in art, culture, recreation and sport",Full-time,3990.0,0.0,5335.289680349513
2023-01-01,Quebec,5,"Occupations in art, culture, recreation and sport",Part-time,1095.0,0.0,699.0100285498903
2023-01-01,Quebec,5,"Occupations in art, culture, recreation and sport","Type of work, all types",5085.0,0.0,4838.1416119430105
2023-01-01,Quebec,6,Sales and service occupations,Full-time,38940.0,0.0,35040.685512116535
2023-01-01,Quebec,6,Sales and service occupations,Part-time,21295.0,0.0,18043.746115328824
2023-01-01,Quebec,6,Sales and service occupations,"Type of work, all types",60235.0,0.0,53273.39161130819
2023-01-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Full-time,28790.0,0.0,29746.921364662947
2023-01-01,Quebec,7,"Trades, transport and equipment operators and related occupations",Part-time,3310.0,0.0,3194.715313482967
2023-01-01,Quebec,7,"Trades, transport and equipment operators and related occupations","Type of work, all types",32100.0,0.0,33883.553178375674
